id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val3,0,0.019,0.005,0.102,0.126
1,4,val3,2,0.160,0.004,0.714,0.878
2,4,val3,0,0.059,0.005,0.815,0.878
3,4,val2,4,0.261,0.004,0.614,0.879
4,0,val1,9,0.474,0.004,0.407,0.885
5,0,val1,11,0.576,0.004,0.306,0.885
6,0,val1,13,0.677,0.004,0.205,0.886
7,0,val3,15,0.779,0.005,0.103,0.886
8,0,val2,5,0.272,0.004,0.614,0.889
9,0,val3,1,0.070,0.004,0.816,0.889
10,0,val2,3,0.171,0.003,0.716,0.890
11,0,val3,7,0.373,0.005,0.512,0.890
12,1,val2,11,0.586,0.003,0.305,0.894
13,1,val3,15,0.788,0.004,0.103,0.895
14,1,val2,13,0.687,0.004,0.204,0.895
15,1,val1,9,0.484,0.004,0.411,0.899
16,1,val3,1,0.079,0.003,0.817,0.899
17,1,val2,3,0.181,0.004,0.715,0.900
18,1,val1,7,0.383,0.004,0.514,0.900
19,1,val1,5,0.281,0.004,0.615,0.900
20,2,val1,15,0.799,0.003,0.102,0.905
21,2,val2,13,0.698,0.004,0.209,0.910
22,2,val3,9,0.494,0.003,0.413,0.911
23,2,val1,3,0.190,0.003,0.717,0.911
24,2,val2,11,0.596,0.003,0.312,0.911
25,2,val2,1,0.090,0.004,0.819,0.912
26,2,val2,7,0.394,0.005,0.514,0.912
27,2,val1,5,0.292,0.004,0.617,0.912
28,3,val1,15,0.808,0.003,0.104,0.915
29,3,val1,13,0.707,0.003,0.205,0.916
30,3,val1,1,0.100,0.003,0.813,0.916
31,3,val2,3,0.202,0.004,0.711,0.916
32,3,val3,11,0.606,0.004,0.309,0.919
33,3,val1,9,0.505,0.004,0.410,0.919
34,3,val2,5,0.303,0.004,0.613,0.920
35,3,val1,7,0.404,0.004,0.511,0.920
36,4,val1,13,0.716,0.003,0.204,0.923
37,4,val1,15,0.817,0.004,0.103,0.924
38,4,val1,11,0.616,0.003,0.311,0.929
39,4,val2,5,0.311,0.004,0.615,0.930
40,4,val2,1,0.110,0.004,0.817,0.930
41,4,val1,9,0.514,0.003,0.413,0.930
42,4,val3,3,0.211,0.003,0.717,0.931
43,4,val1,7,0.413,0.003,0.515,0.931
44,0,val2,14,0.728,0.004,0.203,0.935
45,0,val2,16,0.830,0.004,0.102,0.936
46,0,val2,12,0.627,0.003,0.309,0.940
47,0,val1,4,0.221,0.003,0.716,0.940
48,0,val3,2,0.120,0.004,0.817,0.940
49,0,val2,6,0.323,0.004,0.614,0.941
50,0,val3,10,0.525,0.004,0.411,0.941
51,0,val2,8,0.424,0.005,0.513,0.941
52,1,val2,16,0.839,0.003,0.102,0.945
53,1,val2,12,0.637,0.003,0.305,0.945
54,1,val1,14,0.738,0.004,0.204,0.945
55,1,val3,10,0.535,0.003,0.413,0.952
56,1,val1,8,0.433,0.004,0.515,0.952
57,1,val2,0,0.029,0.005,0.919,0.952
58,1,val3,6,0.332,0.003,0.617,0.953
59,1,val1,4,0.231,0.004,0.718,0.953
60,1,val3,2,0.131,0.003,0.820,0.954
61,2,val1,2,0.140,0.004,0.813,0.956
62,2,val1,4,0.241,0.004,0.712,0.956
63,2,val1,10,0.545,0.004,0.408,0.957
64,2,val2,6,0.343,0.004,0.613,0.960
65,2,val2,0,0.039,0.005,0.917,0.960
66,2,val3,14,0.749,0.005,0.207,0.961
67,2,val2,8,0.444,0.005,0.512,0.961
68,2,val1,12,0.647,0.006,0.309,0.961
69,3,val1,14,0.758,0.003,0.205,0.967
70,3,val1,12,0.656,0.004,0.307,0.967
71,3,val2,8,0.454,0.003,0.510,0.967
72,3,val1,10,0.556,0.004,0.408,0.968
73,3,val1,2,0.151,0.003,0.818,0.972
74,3,val3,4,0.252,0.004,0.717,0.972
75,3,val1,0,0.049,0.005,0.919,0.973
76,3,val1,6,0.354,0.004,0.615,0.973
77,4,val2,12,0.666,0.003,0.307,0.976
78,4,val2,10,0.565,0.003,0.408,0.976
79,4,val2,14,0.767,0.004,0.206,0.977
80,4,val2,8,0.463,0.004,0.512,0.979
81,4,val2,6,0.362,0.003,0.614,0.979
82,3,val1,24,1.263,0.004,0.616,1.883
83,3,val1,18,0.959,0.004,0.920,1.883
84,3,val2,22,1.162,0.004,0.718,1.884
85,3,val1,20,1.061,0.005,0.818,1.884
86,3,val2,26,1.365,0.005,0.514,1.884
87,4,val3,32,1.676,0.004,0.205,1.885
88,4,val2,28,1.474,0.004,0.407,1.885
89,4,val2,30,1.575,0.004,0.306,1.885
90,4,val3,34,1.778,0.005,0.103,1.886
91,4,val1,26,1.373,0.004,0.512,1.889
92,4,val2,18,0.968,0.005,0.917,1.890
93,4,val1,22,1.170,0.004,0.716,1.890
94,4,val1,20,1.069,0.004,0.817,1.890
95,4,val3,24,1.272,0.005,0.614,1.891
96,4,val1,16,0.867,0.006,1.018,1.891
97,0,val2,35,1.789,0.004,0.102,1.895
98,0,val2,31,1.587,0.004,0.307,1.898
99,0,val1,29,1.486,0.004,0.408,1.898
100,0,val1,27,1.385,0.004,0.509,1.899
101,0,val1,33,1.688,0.005,0.206,1.899
102,0,val3,23,1.183,0.004,0.717,1.904
103,0,val2,25,1.285,0.005,0.615,1.904
104,0,val3,21,1.082,0.004,0.819,1.905
105,0,val2,17,0.880,0.007,1.018,1.905
106,0,val3,19,0.981,0.004,0.920,1.905
107,1,val3,19,0.991,0.004,0.913,1.908
108,1,val1,33,1.700,0.004,0.204,1.908
109,1,val3,35,1.801,0.004,0.103,1.909
110,1,val1,31,1.600,0.004,0.312,1.916
111,1,val3,29,1.498,0.004,0.414,1.916
112,1,val3,25,1.295,0.005,0.617,1.916
113,1,val1,23,1.193,0.005,0.719,1.917
114,1,val2,21,1.093,0.004,0.820,1.917
115,1,val1,27,1.397,0.006,0.514,1.917
116,1,val2,17,0.889,0.006,1.022,1.917
117,2,val3,27,1.407,0.004,0.508,1.919
118,2,val2,35,1.813,0.004,0.103,1.920
119,2,val2,31,1.611,0.004,0.305,1.920
120,2,val3,33,1.712,0.004,0.205,1.921
121,2,val3,29,1.509,0.004,0.413,1.926
122,2,val2,25,1.306,0.004,0.617,1.927
123,2,val2,17,0.901,0.005,1.021,1.927
124,2,val1,23,1.205,0.004,0.718,1.927
125,2,val1,19,1.002,0.004,0.922,1.928
126,2,val1,21,1.104,0.005,0.820,1.928
127,3,val2,19,1.010,0.004,0.914,1.928
128,3,val3,29,1.516,0.004,0.408,1.928
129,3,val3,31,1.618,0.005,0.306,1.929
130,3,val3,33,1.719,0.005,0.205,1.929
131,3,val2,35,1.821,0.006,0.104,1.930
132,3,val3,27,1.415,0.004,0.513,1.932
133,3,val2,23,1.212,0.004,0.716,1.933
134,3,val2,21,1.111,0.004,0.817,1.933
135,3,val2,17,0.909,0.004,1.021,1.933
136,3,val2,25,1.314,0.005,0.615,1.934
137,4,val2,19,1.018,0.004,0.912,1.934
138,4,val1,29,1.524,0.004,0.407,1.935
139,4,val2,31,1.626,0.004,0.305,1.936
140,4,val2,33,1.727,0.005,0.204,1.936
141,4,val1,35,1.828,0.005,0.103,1.936
142,4,val2,27,1.424,0.004,0.512,1.941
143,4,val3,25,1.322,0.004,0.615,1.941
144,4,val1,23,1.221,0.004,0.716,1.941
145,4,val3,21,1.120,0.004,0.817,1.942
146,4,val3,17,0.918,0.005,1.019,1.942
147,0,val3,36,1.839,0.004,0.103,1.945
148,0,val1,28,1.435,0.004,0.507,1.946
149,0,val3,34,1.739,0.004,0.204,1.947
150,0,val3,30,1.537,0.004,0.407,1.948
151,0,val1,32,1.638,0.005,0.306,1.948
152,0,val2,26,1.335,0.004,0.617,1.955
153,0,val1,22,1.133,0.004,0.819,1.956
154,0,val3,20,1.032,0.004,0.920,1.956
155,0,val2,24,1.234,0.004,0.718,1.956
156,0,val1,18,0.931,0.005,1.021,1.957
157,1,val1,18,0.939,0.004,1.015,1.958
158,1,val2,34,1.751,0.004,0.205,1.960
159,1,val2,32,1.650,0.004,0.306,1.961
160,1,val1,30,1.549,0.004,0.409,1.962
161,1,val3,28,1.448,0.004,0.512,1.963
162,1,val1,24,1.244,0.004,0.716,1.964
163,1,val3,20,1.042,0.004,0.918,1.964
164,1,val1,26,1.346,0.005,0.614,1.965
165,1,val3,22,1.143,0.005,0.817,1.965
166,2,val2,32,1.661,0.004,0.307,1.972
167,2,val2,34,1.763,0.004,0.206,1.973
168,3,val2,16,0.858,0.003,1.116,1.978
169,3,val3,28,1.466,0.004,0.509,1.978
170,3,val1,30,1.567,0.005,0.408,1.980
171,2,val3,30,1.560,0.004,0.415,1.979
172,2,val1,28,1.458,0.004,0.517,1.979
173,2,val2,26,1.357,0.004,0.619,1.979
174,2,val2,20,1.053,0.004,0.923,1.980
175,2,val2,22,1.154,0.004,0.822,1.980
176,3,val1,32,1.668,0.005,0.307,1.980
177,3,val1,34,1.770,0.005,0.205,1.980
178,2,val2,24,1.256,0.005,0.720,1.980
179,2,val2,16,0.850,0.004,1.126,1.981
180,2,val3,18,0.952,0.006,1.024,1.981
181,2,val1,48,2.471,0.004,0.412,2.888
182,2,val3,42,2.168,0.004,0.716,2.888
183,2,val1,46,2.370,0.004,0.514,2.888
184,2,val1,44,2.270,0.005,0.614,2.889
