id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val1,14,0.379,0.005,2.627,3.011
1,3,val1,37,0.994,0.005,2.017,3.016
2,0,val1,74,1.938,0.007,1.071,3.016
3,3,val1,101,2.665,0.008,0.344,3.017
4,0,val1,42,1.108,0.004,1.905,3.018
5,0,val1,2,0.074,0.004,2.941,3.019
6,0,val1,58,1.527,0.006,1.487,3.020
7,0,val1,62,1.629,0.011,1.382,3.022
8,3,val1,53,1.419,0.005,1.599,3.023
9,0,val1,107,2.791,0.005,0.227,3.024
10,3,val1,2,0.088,0.003,2.932,3.024
11,0,val1,19,0.507,0.005,2.512,3.024
12,3,val1,57,1.524,0.005,1.495,3.025
13,3,val1,93,2.456,0.011,0.559,3.027
14,4,val1,78,2.049,0.006,0.976,3.030
15,3,val1,22,0.602,0.005,2.431,3.038
16,4,val1,41,1.100,0.006,1.932,3.037
17,2,val1,9,0.262,0.004,2.769,3.035
18,2,val1,41,1.093,0.005,1.941,3.039
19,1,val1,78,2.046,0.008,0.988,3.042
20,4,val1,94,2.464,0.010,0.569,3.042
21,1,val1,70,1.842,0.007,1.195,3.044
22,0,val1,23,0.610,0.006,2.431,3.046
23,2,val1,49,1.305,0.004,1.739,3.047
24,3,val1,30,0.806,0.006,2.236,3.049
25,3,val1,34,0.913,0.005,2.131,3.049
26,0,val1,87,2.274,0.003,0.772,3.050
27,2,val1,61,1.618,0.006,1.428,3.051
28,1,val1,90,2.356,0.009,0.686,3.051
29,3,val1,46,1.232,0.003,1.817,3.051
30,4,val1,90,2.359,0.007,0.684,3.051
31,4,val1,86,2.256,0.006,0.789,3.052
32,1,val1,42,1.115,0.005,1.934,3.054
33,1,val1,102,2.665,0.016,0.374,3.056
34,2,val1,69,1.825,0.008,1.223,3.056
35,0,val1,91,2.376,0.005,0.674,3.055
36,0,val1,35,0.923,0.005,2.131,3.059
37,4,val1,98,2.568,0.013,0.479,3.060
38,1,val1,98,2.561,0.007,0.492,3.060
39,4,val1,50,1.330,0.004,1.727,3.061
40,4,val1,6,0.196,0.004,2.863,3.062
41,0,val1,43,1.135,0.005,1.923,3.063
42,1,val1,10,0.283,0.004,2.776,3.063
43,0,val1,8,0.226,0.004,2.834,3.064
44,2,val1,85,2.241,0.012,0.812,3.065
45,2,val1,102,2.687,0.006,0.372,3.066
46,2,val1,2,0.084,0.004,2.980,3.068
47,1,val1,74,1.945,0.011,1.108,3.064
48,4,val1,26,0.709,0.006,2.356,3.070
49,1,val1,7,0.206,0.004,2.861,3.071
50,1,val1,75,1.969,0.006,1.097,3.072
51,2,val1,14,0.392,0.005,2.675,3.071
52,0,val1,71,1.861,0.008,1.202,3.070
53,0,val1,67,1.757,0.007,1.314,3.078
54,4,val1,14,0.402,0.004,2.665,3.071
55,4,val1,55,1.458,0.003,1.616,3.077
56,4,val1,42,1.123,0.008,1.955,3.087
57,1,val1,11,0.308,0.004,2.760,3.072
58,1,val1,15,0.410,0.004,2.660,3.074
59,1,val1,19,0.513,0.005,2.565,3.082
60,2,val1,22,0.595,0.006,2.471,3.072
61,3,val1,54,1.444,0.003,1.624,3.071
62,3,val1,58,1.549,0.004,1.525,3.078
63,2,val1,34,0.907,0.006,2.162,3.075
64,2,val1,38,1.013,0.005,2.059,3.076
65,2,val1,42,1.118,0.005,1.959,3.082
66,2,val1,54,1.436,0.004,1.644,3.084
67,3,val1,62,1.655,0.004,1.434,3.093
68,3,val1,78,2.066,0.005,1.032,3.103
69,2,val1,70,1.852,0.009,1.231,3.092
70,2,val1,62,1.643,0.004,1.451,3.098
71,2,val1,107,2.814,0.005,0.283,3.102
72,0,val1,63,1.654,0.006,1.428,3.089
73,0,val1,79,2.067,0.007,1.025,3.100
74,0,val1,16,0.430,0.005,2.666,3.101
75,2,val1,3,0.109,0.003,2.994,3.106
76,2,val1,7,0.211,0.004,2.895,3.109
77,2,val1,15,0.417,0.004,2.689,3.110
78,2,val1,31,0.827,0.007,2.277,3.111
79,2,val1,59,1.566,0.010,1.537,3.112
80,0,val1,100,2.608,0.004,0.499,3.112
