id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,1,val1,31,1.599,0.004,1.333,2.937
1,0,val1,21,1.079,0.003,1.857,2.940
2,2,val1,12,0.646,0.003,2.290,2.940
3,0,val1,3,0.169,0.003,2.768,2.940
4,0,val1,1,0.068,0.003,2.870,2.941
5,3,val1,12,0.656,0.003,2.283,2.942
6,2,val1,4,0.241,0.004,2.698,2.943
7,3,val1,34,1.776,0.004,1.163,2.943
8,3,val1,14,0.758,0.004,2.182,2.944
9,3,val1,26,1.366,0.005,1.573,2.944
10,3,val1,20,1.062,0.005,1.878,2.945
11,3,val1,32,1.675,0.007,1.265,2.946
12,3,val1,2,0.149,0.003,2.795,2.947
13,3,val1,4,0.251,0.004,2.693,2.947
14,2,val1,0,0.038,0.004,2.903,2.945
15,2,val1,55,2.829,0.004,0.117,2.950
16,4,val2,24,1.275,0.004,1.671,2.949
17,4,val1,26,1.377,0.004,1.569,2.950
18,4,val2,30,1.581,0.005,1.365,2.951
19,4,val1,28,1.478,0.004,1.469,2.951
20,2,val1,43,2.216,0.003,0.733,2.952
21,3,val3,53,2.741,0.003,0.207,2.951
22,3,val2,55,2.843,0.004,0.105,2.952
23,3,val3,1,0.099,0.003,2.850,2.952
24,4,val1,10,0.565,0.003,2.384,2.952
25,4,val2,2,0.160,0.003,2.790,2.952
26,4,val3,14,0.768,0.004,2.181,2.953
27,4,val2,12,0.666,0.004,2.283,2.953
28,2,val1,37,1.913,0.003,1.037,2.953
29,3,val1,47,2.436,0.003,0.516,2.955
30,2,val1,45,2.319,0.005,0.632,2.956
31,4,val1,18,0.971,0.004,1.979,2.954
32,3,val2,51,2.640,0.003,0.313,2.956
33,3,val3,41,2.132,0.003,0.820,2.956
34,4,val2,0,0.058,0.004,2.895,2.957
35,4,val3,4,0.262,0.004,2.692,2.957
36,3,val2,49,2.537,0.004,0.417,2.957
37,3,val2,45,2.335,0.005,0.618,2.958
38,4,val2,6,0.362,0.004,2.592,2.958
39,3,val3,43,2.234,0.004,0.721,2.958
40,4,val2,8,0.464,0.004,2.490,2.958
41,4,val2,51,2.644,0.003,0.312,2.959
42,2,val3,49,2.523,0.005,0.431,2.959
43,2,val2,23,1.202,0.004,1.754,2.960
44,2,val1,21,1.101,0.003,1.856,2.960
45,2,val3,35,1.813,0.003,1.145,2.961
46,2,val1,25,1.304,0.004,1.654,2.961
47,2,val2,29,1.507,0.004,1.450,2.962
48,2,val3,27,1.406,0.004,1.552,2.962
49,2,val2,31,1.609,0.005,1.348,2.963
50,0,val2,22,1.129,0.003,1.832,2.964
51,4,val1,53,2.745,0.003,0.215,2.964
52,0,val2,46,2.348,0.003,0.614,2.964
53,2,val1,19,1.000,0.003,1.960,2.963
54,4,val2,55,2.846,0.003,0.115,2.964
55,0,val2,54,2.754,0.003,0.208,2.965
56,2,val2,33,1.712,0.005,1.247,2.964
57,2,val2,1,0.089,0.003,2.872,2.964
58,2,val1,13,0.697,0.003,2.265,2.965
59,2,val2,15,0.798,0.004,2.163,2.965
60,3,val3,39,2.030,0.004,0.933,2.967
61,1,val2,39,2.010,0.004,0.953,2.968
62,2,val2,17,0.900,0.004,2.062,2.966
63,2,val1,3,0.191,0.003,2.773,2.966
64,2,val2,9,0.494,0.003,2.470,2.967
65,4,val2,41,2.136,0.004,0.827,2.967
66,1,val3,17,0.889,0.004,2.075,2.968
67,2,val2,5,0.292,0.004,2.672,2.967
68,3,val2,25,1.315,0.003,1.648,2.967
69,2,val2,7,0.393,0.004,2.571,2.968
70,0,val2,56,2.855,0.004,0.107,2.966
71,1,val1,37,1.907,0.005,1.056,2.968
72,3,val1,29,1.520,0.004,1.443,2.968
73,1,val2,33,1.701,0.005,1.262,2.969
74,2,val2,11,0.596,0.004,2.369,2.969
