id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,4,val2,3,0.273,0.019,6.058,6.351
1,3,val2,28,1.939,0.021,4.391,6.351
2,2,val2,18,1.255,0.026,5.072,6.352
3,2,val2,3,0.247,0.025,6.085,6.357
4,1,val2,39,2.647,0.025,3.681,6.353
5,2,val2,17,1.188,0.024,5.146,6.358
6,3,val2,31,2.141,0.029,4.189,6.359
7,3,val2,34,2.343,0.025,3.993,6.362
8,1,val2,35,2.379,0.032,3.948,6.359
9,4,val2,20,1.415,0.022,4.921,6.357
10,0,val2,8,0.555,0.032,5.767,6.354
11,0,val2,24,1.628,0.025,4.707,6.360
12,1,val2,13,0.907,0.023,5.430,6.360
13,1,val2,32,2.179,0.031,4.151,6.362
14,4,val2,0,0.072,0.026,6.291,6.390
15,3,val2,26,1.804,0.028,4.558,6.391
16,3,val2,10,0.731,0.027,5.636,6.395
17,3,val2,17,1.200,0.031,5.166,6.397
18,2,val2,31,2.126,0.025,4.240,6.391
19,4,val2,7,0.543,0.024,5.825,6.392
20,4,val2,14,1.012,0.025,5.356,6.393
21,4,val2,31,2.154,0.035,4.207,6.396
22,1,val2,18,1.241,0.021,5.101,6.363
23,2,val2,26,1.791,0.021,4.582,6.395
24,2,val2,30,2.059,0.027,4.310,6.396
25,2,val2,4,0.314,0.020,6.063,6.396
26,4,val2,26,1.819,0.053,4.526,6.398
27,1,val2,15,1.040,0.022,5.303,6.365
28,2,val2,27,1.858,0.033,4.506,6.397
29,2,val2,9,0.651,0.019,5.731,6.401
30,2,val2,41,2.797,0.024,3.582,6.402
31,4,val2,36,2.490,0.026,3.885,6.400
32,1,val2,23,1.576,0.022,4.768,6.366
33,3,val2,0,0.058,0.022,6.319,6.399
34,3,val2,7,0.529,0.022,5.853,6.404
35,3,val2,29,2.006,0.022,4.376,6.405
36,0,val2,19,1.292,0.022,5.047,6.361
37,0,val2,26,1.761,0.024,4.578,6.363
38,0,val2,17,1.158,0.032,5.175,6.364
39,4,val2,22,1.549,0.022,4.833,6.405
40,0,val2,13,0.891,0.021,5.454,6.366
41,1,val2,3,0.234,0.020,6.114,6.369
42,0,val2,36,2.431,0.023,3.914,6.368
43,0,val2,35,2.364,0.028,3.979,6.371
44,1,val2,33,2.246,0.028,4.097,6.370
45,0,val2,41,2.769,0.024,3.579,6.372
46,4,val2,41,2.825,0.024,3.557,6.407
47,2,val2,5,0.381,0.023,6.003,6.407
48,3,val2,13,0.932,0.037,5.439,6.408
49,3,val2,15,1.067,0.026,5.316,6.408
50,0,val2,0,0.018,0.024,6.332,6.374
51,0,val2,27,1.828,0.024,4.523,6.375
52,4,val2,27,1.886,0.027,4.496,6.409
53,4,val2,16,1.147,0.023,5.241,6.410
54,2,val2,42,2.865,1.686,1.858,6.408
55,2,val2,8,0.583,0.023,5.803,6.409
56,2,val2,10,0.719,0.021,5.669,6.409
57,2,val2,37,2.530,0.023,3.858,6.411
58,2,val2,12,0.853,0.022,5.536,6.411
59,2,val2,13,0.920,0.027,5.465,6.412
60,1,val2,36,2.446,0.029,3.900,6.374
61,4,val2,21,1.482,0.024,4.905,6.411
62,4,val2,10,0.744,0.034,5.635,6.413
63,4,val2,29,2.020,0.029,4.365,6.414
64,3,val1,1,0.126,0.034,9.693,9.853
65,3,val1,37,2.546,0.023,7.286,9.855
66,1,val1,2,0.167,0.027,9.661,9.855
67,3,val1,14,0.999,0.029,8.829,9.857
68,0,val1,31,2.096,0.027,7.735,9.858
69,4,val1,39,2.691,0.032,7.137,9.859
70,3,val1,23,1.604,0.027,8.229,9.859
71,0,val1,1,0.085,0.021,9.753,9.859
72,4,val1,5,0.408,0.026,9.429,9.863
73,2,val1,16,1.121,0.023,8.720,9.863
74,3,val1,39,2.680,0.021,7.162,9.863
75,4,val1,34,2.355,0.021,7.488,9.864
76,1,val1,1,0.099,0.024,9.742,9.865
77,0,val1,12,0.824,0.025,9.018,9.866
78,3,val1,12,0.865,0.022,8.984,9.871
79,3,val1,22,1.537,0.034,8.301,9.872
80,2,val1,7,0.517,0.022,9.333,9.871
81,2,val1,35,2.395,0.023,7.455,9.873
82,4,val1,9,0.677,0.021,9.173,9.870
83,1,val1,29,1.979,0.026,7.870,9.875
84,4,val1,25,1.753,0.026,8.098,9.877
85,3,val1,11,0.798,0.020,9.061,9.878
86,2,val1,1,0.112,0.029,9.738,9.879
87,2,val1,33,2.260,0.033,7.587,9.880
88,4,val1,2,0.206,0.024,9.648,9.878
89,4,val1,24,1.686,0.022,8.174,9.883
90,3,val1,38,2.613,0.031,7.235,9.879
91,0,val1,42,2.836,0.024,7.021,9.881
92,3,val1,5,0.394,0.021,9.470,9.885
93,4,val1,35,2.422,0.040,7.424,9.886
94,0,val1,4,0.287,0.021,9.580,9.887
95,0,val1,25,1.694,0.035,8.160,9.889
96,1,val1,9,0.638,0.019,9.233,9.891
97,2,val1,2,0.180,0.031,9.679,9.891
98,4,val1,8,0.610,0.021,9.259,9.890
99,3,val1,27,1.871,0.026,7.997,9.894
100,3,val1,32,2.209,0.027,7.659,9.895
101,1,val1,0,0.032,0.026,9.839,9.897
102,1,val1,20,1.375,0.021,8.502,9.899
103,2,val1,19,1.321,0.026,8.550,9.898
104,3,val1,21,1.469,0.022,8.406,9.897
105,4,val1,37,2.557,0.031,7.309,9.897
106,1,val1,34,2.312,0.024,7.563,9.900
107,1,val1,5,0.368,0.022,9.510,9.901
108,1,val1,30,2.046,0.025,7.831,9.902
109,0,val1,3,0.219,0.029,9.653,9.902
110,2,val1,23,1.589,0.023,8.293,9.905
111,1,val1,6,0.436,0.020,9.449,9.905
112,1,val1,24,1.643,0.024,8.239,9.906
113,0,val1,33,2.230,0.044,7.632,9.906
114,4,val1,40,2.758,0.032,7.111,9.901
115,4,val1,19,1.348,0.024,8.537,9.909
116,3,val1,35,2.412,0.027,7.464,9.904
117,1,val1,22,1.509,0.024,8.377,9.910
118,1,val1,19,1.308,0.020,8.582,9.911
119,4,val1,32,2.222,0.034,7.654,9.910
120,3,val1,18,1.268,0.021,8.622,9.911
121,0,val1,14,0.958,0.023,8.928,9.908
122,2,val1,29,1.993,0.035,7.879,9.906
123,3,val1,40,2.748,0.021,7.147,9.916
124,4,val1,28,1.953,0.022,7.941,9.916
125,0,val1,10,0.689,0.027,9.201,9.918
126,2,val1,20,1.388,0.025,8.499,9.912
127,2,val1,25,1.723,0.031,8.164,9.918
128,2,val1,38,2.597,0.025,7.300,9.922
129,2,val1,22,1.523,0.029,8.371,9.923
130,1,val1,37,2.514,0.022,7.387,9.924
131,2,val1,14,0.987,0.022,8.915,9.924
132,0,val1,2,0.152,0.025,9.747,9.924
133,0,val1,34,2.297,0.060,7.568,9.925
134,0,val1,32,2.163,0.026,7.738,9.926
135,4,val1,17,1.214,0.023,8.690,9.927
136,1,val1,26,1.778,0.021,8.126,9.925
137,3,val1,33,2.277,0.039,7.614,9.930
138,2,val3,0,0.045,0.022,-1744235513.538,-1744235513.471
139,4,val3,1,0.139,0.021,-1744235513.632,-1744235513.471
140,3,val3,2,0.193,0.020,-1744235513.684,-1744235513.471
