id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,1,val1,0,0.030,0.023,0.109,0.162
1,0,val3,0,0.020,0.019,0.310,0.348
2,4,val1,2,0.162,0.015,0.743,0.921
3,0,val1,7,0.376,0.014,0.532,0.921
4,1,val1,7,0.384,0.018,0.519,0.921
5,1,val1,13,0.689,0.016,0.218,0.922
6,1,val1,5,0.283,0.019,0.621,0.923
7,0,val1,5,0.275,0.015,0.633,0.923
8,0,val1,11,0.581,0.014,0.329,0.923
9,1,val1,3,0.182,0.014,0.728,0.924
10,1,val1,11,0.586,0.021,0.317,0.924
11,4,val2,3,0.213,0.014,0.710,0.937
12,4,val2,15,0.821,0.015,0.102,0.938
13,4,val1,0,0.060,0.036,0.843,0.938
14,3,val1,7,0.405,0.021,0.513,0.939
15,2,val1,11,0.596,0.022,0.321,0.939
16,0,val1,1,0.070,0.037,0.832,0.940
17,3,val3,5,0.303,0.019,0.618,0.940
18,3,val3,13,0.709,0.015,0.216,0.940
19,3,val1,15,0.811,0.013,0.116,0.941
20,3,val1,9,0.507,0.014,0.421,0.941
21,4,val1,11,0.617,0.014,0.309,0.941
22,2,val3,1,0.091,0.019,0.831,0.940
23,4,val3,13,0.719,0.017,0.205,0.941
24,2,val1,7,0.394,0.020,0.527,0.942
25,2,val1,3,0.192,0.014,0.736,0.942
26,1,val3,4,0.232,0.014,0.710,0.956
27,0,val3,14,0.733,0.015,0.210,0.957
28,1,val2,14,0.739,0.015,0.203,0.957
29,1,val3,10,0.536,0.014,0.409,0.958
30,0,val2,12,0.632,0.015,0.311,0.958
31,0,val3,16,0.834,0.013,0.111,0.959
32,0,val2,8,0.428,0.014,0.527,0.969
33,1,val2,8,0.434,0.019,0.517,0.970
34,2,val3,4,0.243,0.017,0.711,0.971
35,1,val3,6,0.333,0.015,0.622,0.971
36,3,val2,1,0.101,0.025,0.846,0.971
37,2,val2,12,0.648,0.015,0.309,0.972
38,2,val3,8,0.445,0.017,0.510,0.972
39,2,val2,14,0.750,0.017,0.206,0.973
40,2,val3,10,0.546,0.014,0.414,0.973
41,4,val1,7,0.416,0.022,0.536,0.974
42,1,val1,12,0.637,0.017,0.321,0.974
43,4,val1,5,0.314,0.015,0.646,0.975
44,1,val1,16,0.840,0.032,0.104,0.975
45,0,val1,4,0.224,0.013,0.739,0.976
46,0,val1,2,0.122,0.015,0.839,0.976
47,0,val1,10,0.530,0.015,0.432,0.977
48,0,val1,6,0.325,0.015,0.637,0.977
49,3,val1,12,0.659,0.015,0.303,0.978
50,2,val1,2,0.142,0.015,0.821,0.978
51,3,val1,6,0.353,0.014,0.611,0.978
52,4,val3,6,0.365,0.013,0.606,0.984
53,3,val3,4,0.252,0.019,0.715,0.986
54,3,val3,8,0.455,0.019,0.513,0.987
55,3,val2,0,0.050,0.021,0.917,0.988
56,4,val3,12,0.668,0.014,0.306,0.988
57,4,val2,1,0.111,0.037,0.841,0.988
58,3,val2,10,0.558,0.014,0.416,0.988
59,1,val2,2,0.131,0.029,0.828,0.989
60,3,val2,14,0.760,0.020,0.209,0.989
61,3,val2,2,0.151,0.022,0.816,0.990
62,2,val2,6,0.343,0.016,0.631,0.990
63,4,val3,10,0.567,0.015,0.409,0.990
64,4,val3,4,0.264,0.019,0.709,0.991
65,4,val2,14,0.769,0.022,0.203,0.994
66,0,val3,15,0.784,0.015,0.204,1.003
67,4,val1,8,0.467,0.014,0.526,1.007
