id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val2,0,0.019,0.028,-1744236927.780,-1744236927.733
1,1,val1,0,0.026,0.023,-1744236927.783,-1744236927.733
2,2,val3,0,0.033,0.028,-1744236927.795,-1744236927.733
3,4,val1,0,0.046,0.026,-1744236927.805,-1744236927.733
4,3,val2,0,0.039,0.035,-1744236927.807,-1744236927.733
5,0,val1,1,0.053,0.039,-1744236927.825,-1744236927.733
6,2,val2,1,0.067,0.027,-1744236927.827,-1744236927.733
7,3,val3,1,0.073,0.028,-1744236927.834,-1744236927.733
8,1,val1,1,0.060,0.051,-1744236927.845,-1744236927.733
9,0,val2,2,0.086,0.030,-1744236927.849,-1744236927.733
10,4,val3,1,0.080,0.042,-1744236927.855,-1744236927.733
11,2,val1,2,0.101,0.031,-1744236927.865,-1744236927.733
12,0,val2,3,0.120,0.024,-1744236927.877,-1744236927.733
13,4,val3,2,0.113,0.031,-1744236927.877,-1744236927.733
14,3,val1,2,0.106,0.044,-1744236927.883,-1744236927.733
15,2,val3,3,0.134,0.031,-1744236927.898,-1744236927.733
16,1,val1,2,0.094,0.075,-1744236927.902,-1744236927.733
17,4,val3,3,0.147,0.039,-1744236927.919,-1744236927.733
18,1,val2,4,0.160,0.025,-1744236927.919,-1744236927.733
19,1,val1,3,0.127,0.063,-1744236927.923,-1744236927.733
20,3,val2,4,0.173,0.033,-1744236927.940,-1744236927.733
21,0,val3,4,0.154,0.053,-1744236927.941,-1744236927.733
22,3,val1,3,0.140,0.070,-1744236927.943,-1744236927.733
23,4,val3,4,0.180,0.045,-1744236927.959,-1744236927.733
24,2,val1,4,0.168,0.061,-1744236927.962,-1744236927.733
25,3,val3,5,0.207,0.039,-1744236927.979,-1744236927.733
26,0,val1,5,0.188,0.060,-1744236927.981,-1744236927.733
27,2,val2,6,0.235,0.025,-1744236927.993,-1744236927.733
28,1,val3,6,0.228,0.039,-1744236928.001,-1744236927.733
29,2,val1,5,0.202,0.066,-1744236928.000,-1744236927.733
30,1,val1,5,0.195,0.091,-1744236928.019,-1744236927.733
31,2,val3,7,0.268,0.023,-1744236928.024,-1744236927.733
32,3,val2,7,0.274,0.025,-1744236928.032,-1744236927.733
33,4,val1,5,0.213,0.091,-1744236928.038,-1744236927.733
34,0,val2,8,0.288,0.031,-1744236928.052,-1744236927.733
35,0,val1,6,0.221,0.104,-1744236928.058,-1744236927.733
