id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val1,0,0.019,0.018,0.102,0.139
1,1,val2,0,0.029,0.020,0.102,0.150
2,4,val1,7,0.416,0.013,0.525,0.955
3,3,val1,11,0.610,0.013,0.331,0.955
4,0,val1,10,0.528,0.017,0.411,0.956
5,4,val1,9,0.518,0.016,0.423,0.956
6,4,val1,13,0.721,0.016,0.220,0.957
7,3,val1,1,0.100,0.017,0.840,0.957
8,0,val1,16,0.832,0.015,0.111,0.958
9,0,val1,14,0.731,0.017,0.211,0.958
10,1,val3,16,0.841,0.014,0.104,0.960
11,0,val3,6,0.323,0.014,0.624,0.960
12,1,val3,12,0.638,0.014,0.309,0.961
13,0,val3,8,0.426,0.015,0.520,0.961
14,0,val3,4,0.220,0.019,0.723,0.962
15,1,val2,6,0.334,0.016,0.615,0.965
16,1,val2,4,0.231,0.014,0.721,0.966
17,0,val2,2,0.119,0.016,0.832,0.967
18,2,val2,14,0.748,0.015,0.205,0.968
19,2,val1,10,0.546,0.014,0.412,0.972
20,1,val1,14,0.740,0.019,0.213,0.972
21,2,val1,2,0.140,0.014,0.819,0.973
22,2,val3,16,0.849,0.018,0.108,0.975
23,4,val3,3,0.213,0.014,0.749,0.976
24,1,val3,2,0.130,0.013,0.833,0.975
25,2,val3,12,0.647,0.016,0.314,0.976
26,1,val3,10,0.537,0.015,0.425,0.976
27,1,val3,8,0.436,0.018,0.524,0.977
28,3,val3,12,0.662,0.013,0.304,0.979
29,2,val3,4,0.242,0.014,0.725,0.980
30,2,val3,6,0.343,0.013,0.625,0.981
31,2,val3,8,0.445,0.021,0.516,0.981
32,3,val3,10,0.560,0.014,0.408,0.981
33,3,val3,14,0.763,0.015,0.204,0.982
34,3,val2,8,0.457,0.014,0.512,0.982
35,3,val2,2,0.151,0.013,0.820,0.983
36,4,val1,4,0.264,0.013,0.709,0.986
37,3,val1,4,0.252,0.013,0.721,0.986
38,3,val1,6,0.354,0.014,0.619,0.987
39,3,val1,0,0.049,0.016,0.923,0.987
40,2,val2,0,0.039,0.022,0.927,0.988
41,3,val1,16,0.865,0.015,0.108,0.988
42,4,val2,16,0.873,0.014,0.102,0.988
43,4,val3,8,0.468,0.014,0.514,0.995
44,0,val1,9,0.477,0.013,0.505,0.996
45,4,val3,2,0.162,0.013,0.820,0.996
46,4,val3,6,0.366,0.015,0.615,0.996
47,4,val3,10,0.570,0.016,0.411,0.997
48,4,val3,14,0.772,0.018,0.207,0.997
49,4,val3,12,0.670,0.017,0.310,0.997
50,0,val2,11,0.579,0.014,0.407,1.000
51,0,val2,17,0.882,0.016,0.102,1.000
52,0,val3,13,0.680,0.017,0.308,1.005
53,0,val3,15,0.781,0.021,0.204,1.005
54,0,val1,5,0.272,0.016,0.720,1.009
55,1,val1,13,0.690,0.014,0.305,1.008
56,1,val2,1,0.079,0.025,0.912,1.016
57,0,val3,7,0.374,0.019,0.627,1.020
58,0,val1,3,0.170,0.014,0.837,1.021
59,4,val3,0,0.059,0.027,0.935,1.021
60,1,val3,11,0.587,0.014,0.421,1.022
61,1,val3,3,0.181,0.013,0.829,1.022
62,2,val3,5,0.292,0.014,0.717,1.023
63,1,val3,9,0.486,0.015,0.522,1.023
64,2,val1,3,0.191,0.013,0.820,1.023
65,2,val3,7,0.394,0.014,0.615,1.023
66,1,val1,5,0.283,0.017,0.723,1.023
67,1,val1,7,0.385,0.013,0.625,1.024
68,2,val1,1,0.089,0.017,0.918,1.024
69,2,val1,11,0.596,0.014,0.414,1.024
70,2,val1,13,0.697,0.019,0.309,1.025
71,3,val1,9,0.507,0.013,0.505,1.026
72,3,val3,3,0.201,0.013,0.818,1.032
73,2,val3,15,0.799,0.028,0.206,1.033
74,3,val3,13,0.712,0.015,0.306,1.033
75,1,val3,15,0.791,0.026,0.216,1.034
76,2,val3,9,0.495,0.017,0.522,1.035
77,0,val3,1,0.069,0.027,0.939,1.035
78,4,val3,11,0.620,0.014,0.411,1.045
79,3,val2,5,0.304,0.014,0.728,1.045
80,4,val2,1,0.110,0.014,0.935,1.059
81,3,val2,15,0.813,0.016,0.230,1.059
82,0,val2,12,0.629,0.014,0.417,1.060
83,4,val2,15,0.823,0.018,0.220,1.060
84,3,val2,7,0.405,0.015,0.641,1.061
85,4,val2,5,0.316,0.013,0.732,1.061
86,3,val3,35,1.827,0.014,0.105,1.947
87,3,val1,25,1.321,0.013,0.622,1.956
88,4,val2,25,1.328,0.014,0.615,1.957
89,4,val2,31,1.631,0.020,0.306,1.957
90,4,val2,33,1.732,0.019,0.206,1.958
91,3,val1,29,1.523,0.013,0.422,1.958
92,3,val1,23,1.221,0.014,0.724,1.958
93,3,val1,27,1.422,0.014,0.522,1.959
94,4,val3,29,1.531,0.013,0.415,1.959
95,4,val3,23,1.227,0.014,0.718,1.960
96,4,val3,35,1.833,0.022,0.105,1.960
97,4,val3,27,1.430,0.014,0.517,1.961
98,1,val3,36,1.851,0.017,0.103,1.971
99,0,val3,22,1.135,0.015,0.821,1.971
100,1,val1,34,1.751,0.015,0.206,1.971
101,0,val3,30,1.544,0.013,0.415,1.972
102,0,val1,36,1.848,0.014,0.110,1.972
103,0,val3,24,1.237,0.017,0.719,1.973
104,0,val3,26,1.340,0.015,0.619,1.974
105,0,val3,28,1.442,0.014,0.519,1.975
106,0,val3,32,1.646,0.018,0.312,1.975
107,4,val2,21,1.126,0.018,0.834,1.979
108,3,val2,19,1.018,0.015,0.947,1.979
109,4,val2,19,1.024,0.021,0.935,1.981
110,3,val2,21,1.119,0.014,0.849,1.981
111,0,val2,34,1.747,0.019,0.217,1.982
112,1,val2,32,1.649,0.015,0.320,1.983
113,1,val2,28,1.447,0.014,0.522,1.984
114,1,val2,26,1.346,0.015,0.623,1.984
115,2,val1,26,1.358,0.014,0.612,1.984
116,2,val1,30,1.560,0.015,0.410,1.985
117,1,val1,24,1.245,0.015,0.724,1.985
118,2,val2,28,1.458,0.015,0.512,1.985
119,0,val2,20,1.034,0.027,0.924,1.985
120,3,val3,17,0.916,0.028,1.042,1.986
121,1,val3,22,1.145,0.019,0.824,1.987
122,2,val3,36,1.865,0.016,0.106,1.987
123,2,val3,32,1.661,0.015,0.312,1.988
124,4,val2,17,0.924,0.025,1.038,1.987
125,2,val2,34,1.763,0.016,0.209,1.988
126,1,val3,20,1.044,0.016,0.928,1.988
127,1,val3,30,1.548,0.023,0.417,1.989
128,3,val3,34,1.777,0.014,0.204,1.994
129,3,val3,36,1.879,0.014,0.102,1.995
130,4,val1,24,1.278,0.014,0.709,2.001
131,4,val2,36,1.884,0.015,0.102,2.001
132,2,val1,22,1.155,0.014,0.832,2.001
133,0,val1,18,0.933,0.025,1.043,2.001
134,4,val2,26,1.379,0.014,0.609,2.001
135,3,val1,32,1.675,0.015,0.312,2.001
136,2,val2,18,0.951,0.031,1.020,2.002
137,2,val1,24,1.257,0.017,0.729,2.002
138,3,val1,18,0.967,0.021,1.014,2.002
139,3,val2,20,1.069,0.015,0.919,2.003
140,4,val2,28,1.480,0.017,0.506,2.003
141,4,val3,32,1.682,0.015,0.320,2.017
142,4,val3,30,1.581,0.020,0.416,2.017
143,4,val3,34,1.783,0.022,0.213,2.018
144,0,val2,31,1.595,0.014,0.410,2.019
145,2,val3,20,1.054,0.018,0.947,2.019
146,0,val2,29,1.493,0.017,0.509,2.019
147,3,val3,30,1.573,0.015,0.431,2.020
148,0,val2,33,1.696,0.013,0.311,2.020
149,3,val3,28,1.473,0.014,0.534,2.020
150,0,val1,35,1.797,0.019,0.205,2.020
151,0,val2,19,0.984,0.017,1.020,2.020
152,3,val3,26,1.372,0.014,0.635,2.021
153,3,val3,24,1.271,0.014,0.737,2.021
154,3,val3,22,1.170,0.015,0.837,2.022
155,1,val3,33,1.700,0.014,0.307,2.022
156,1,val3,18,0.943,0.035,1.044,2.022
157,0,val3,25,1.288,0.014,0.721,2.023
158,0,val3,27,1.392,0.014,0.618,2.023
159,1,val1,29,1.498,0.015,0.513,2.026
160,1,val1,25,1.296,0.013,0.717,2.026
161,1,val1,21,1.094,0.015,0.918,2.027
162,1,val1,23,1.195,0.014,0.818,2.027
163,1,val1,27,1.397,0.015,0.615,2.027
164,1,val3,35,1.801,0.020,0.212,2.032
165,0,val3,21,1.085,0.016,0.931,2.033
166,2,val3,19,1.002,0.015,1.015,2.032
167,0,val3,23,1.186,0.025,0.822,2.033
168,4,val3,22,1.177,0.021,0.836,2.034
169,1,val3,31,1.598,0.015,0.421,2.034
170,4,val3,20,1.075,0.014,0.946,2.035
171,4,val3,18,0.974,0.024,1.038,2.035
172,2,val2,17,0.900,0.013,1.129,2.043
173,2,val1,27,1.408,0.017,0.618,2.043
174,2,val1,21,1.104,0.015,0.924,2.043
175,1,val1,17,0.892,0.014,1.137,2.044
176,1,val1,19,0.993,0.015,1.035,2.044
177,3,val2,31,1.625,0.014,0.417,2.056
178,2,val2,33,1.712,0.013,0.331,2.056
179,2,val2,35,1.814,0.015,0.227,2.057
180,3,val2,33,1.726,0.014,0.318,2.058
181,2,val2,29,1.510,0.014,0.533,2.057
182,2,val2,31,1.611,0.014,0.434,2.059
183,2,val2,25,1.307,0.014,0.738,2.059
184,2,val2,23,1.206,0.015,0.839,2.060
185,4,val3,55,2.847,0.014,0.106,2.967
186,3,val2,55,2.847,0.015,0.107,2.969
187,1,val2,37,1.902,0.026,1.042,2.969
188,4,val2,45,2.337,0.014,0.618,2.969
189,4,val2,41,2.135,0.014,0.821,2.970
190,4,val2,51,2.643,0.016,0.312,2.971
191,3,val2,53,2.745,0.014,0.212,2.971
192,4,val1,49,2.541,0.014,0.416,2.972
193,3,val1,41,2.133,0.013,0.826,2.972
194,4,val1,47,2.440,0.013,0.519,2.972
195,3,val1,43,2.235,0.015,0.723,2.973
196,3,val1,51,2.643,0.016,0.314,2.974
197,3,val1,45,2.338,0.014,0.622,2.974
198,4,val3,53,2.744,0.024,0.212,2.981
199,4,val3,43,2.236,0.016,0.729,2.981
200,4,val3,39,2.034,0.027,0.921,2.982
201,3,val3,47,2.440,0.015,0.528,2.983
202,3,val3,49,2.541,0.014,0.429,2.984
203,1,val3,50,2.560,0.014,0.409,2.983
204,3,val3,39,2.032,0.018,0.934,2.984
205,0,val3,42,2.152,0.014,0.818,2.984
206,0,val3,46,2.355,0.014,0.617,2.986
207,2,val2,37,1.915,0.039,1.032,2.986
208,1,val3,56,2.864,0.017,0.105,2.985
209,3,val3,37,1.930,0.030,1.026,2.986
210,0,val2,54,2.763,0.017,0.207,2.986
211,1,val1,40,2.054,0.016,0.917,2.986
212,1,val3,52,2.662,0.014,0.312,2.987
213,0,val1,52,2.662,0.015,0.310,2.987
214,0,val3,44,2.253,0.014,0.720,2.987
215,1,val1,54,2.763,0.016,0.209,2.988
216,0,val2,56,2.864,0.014,0.111,2.988
217,0,val1,50,2.560,0.015,0.415,2.990
218,0,val3,48,2.458,0.015,0.518,2.990
219,0,val2,40,2.050,0.020,0.924,2.994
220,2,val2,42,2.167,0.014,0.814,2.996
221,2,val2,44,2.269,0.014,0.713,2.996
222,2,val2,54,2.777,0.016,0.206,2.998
223,2,val2,46,2.372,0.015,0.612,2.999
224,2,val1,40,2.067,0.015,0.918,2.999
225,0,val1,38,1.950,0.024,1.026,3.000
226,2,val1,56,2.877,0.014,0.109,3.000
227,2,val1,50,2.575,0.015,0.411,3.001
228,1,val3,42,2.155,0.023,0.824,3.001
229,2,val1,52,2.676,0.015,0.310,3.001
230,2,val1,48,2.473,0.015,0.513,3.002
231,1,val3,44,2.256,0.022,0.724,3.002
232,4,val2,37,1.934,0.047,1.022,3.003
233,1,val3,48,2.459,0.024,0.521,3.004
234,1,val3,46,2.357,0.024,0.624,3.004
235,3,val2,54,2.797,0.013,0.204,3.014
236,4,val1,48,2.491,0.014,0.511,3.016
237,3,val1,42,2.184,0.014,0.818,3.016
238,1,val1,38,1.952,0.033,1.031,3.017
239,3,val1,52,2.694,0.015,0.307,3.017
240,4,val1,38,1.984,0.018,1.015,3.017
241,4,val1,46,2.388,0.015,0.615,3.018
242,4,val2,52,2.694,0.014,0.317,3.025
243,3,val2,40,2.082,0.014,0.930,3.026
244,3,val3,44,2.286,0.015,0.730,3.031
245,0,val1,53,2.712,0.014,0.306,3.032
246,0,val1,47,2.406,0.013,0.614,3.033
247,4,val2,50,2.592,0.016,0.426,3.034
248,4,val2,54,2.797,0.024,0.214,3.035
249,3,val2,48,2.490,0.014,0.531,3.036
250,4,val2,42,2.185,0.015,0.836,3.036
251,3,val2,50,2.592,0.026,0.418,3.037
252,3,val2,46,2.388,0.014,0.635,3.037
253,3,val2,38,1.980,0.021,1.036,3.038
254,2,val1,41,2.117,0.013,0.914,3.044
255,1,val1,55,2.814,0.026,0.205,3.045
256,0,val1,41,2.101,0.014,0.931,3.045
257,1,val2,39,2.003,0.015,1.035,3.053
258,2,val2,39,2.017,0.015,1.021,3.053
259,1,val2,41,2.105,0.014,0.935,3.054
260,0,val2,37,1.899,0.019,1.137,3.054
261,2,val2,47,2.422,0.013,0.618,3.054
262,0,val2,51,2.611,0.021,0.423,3.055
263,2,val2,45,2.321,0.015,0.719,3.055
264,2,val3,38,1.965,0.024,1.067,3.056
265,2,val2,53,2.727,0.017,0.313,3.056
266,1,val2,49,2.509,0.015,0.532,3.056
267,4,val3,44,2.287,0.025,0.744,3.055
268,4,val3,40,2.085,0.014,0.958,3.057
269,1,val3,47,2.408,0.014,0.634,3.057
270,2,val2,55,2.827,0.018,0.212,3.057
271,2,val3,49,2.524,0.014,0.519,3.057
272,1,val1,51,2.611,0.016,0.430,3.057
273,2,val3,43,2.219,0.022,0.817,3.058
274,0,val1,55,2.813,0.016,0.229,3.058
275,1,val3,53,2.712,0.017,0.329,3.058
276,0,val1,39,2.000,0.015,1.044,3.059
277,1,val3,45,2.307,0.019,0.732,3.059
278,2,val3,51,2.626,0.015,0.418,3.060
279,0,val1,45,2.304,0.016,0.740,3.059
280,1,val3,43,2.206,0.022,0.832,3.060
281,0,val3,43,2.202,0.013,0.845,3.060
282,0,val1,49,2.509,0.013,0.538,3.060
283,4,val3,62,3.202,0.014,0.743,3.959
284,3,val2,58,3.000,0.026,0.933,3.959
285,1,val3,67,3.421,0.015,0.524,3.959
286,0,val3,75,3.825,0.025,0.110,3.960
287,3,val3,68,3.508,0.024,0.427,3.959
288,3,val2,64,3.305,0.023,0.632,3.960
289,0,val2,65,3.318,0.024,0.618,3.960
290,4,val3,60,3.101,0.013,0.847,3.960
291,4,val3,66,3.406,0.015,0.540,3.961
292,1,val3,73,3.725,0.014,0.222,3.961
293,0,val3,63,3.217,0.014,0.732,3.962
294,1,val3,59,3.015,0.028,0.920,3.963
295,2,val3,73,3.741,0.014,0.208,3.963
296,0,val3,59,3.015,0.016,0.932,3.964
297,2,val3,75,3.842,0.021,0.104,3.966
298,1,val1,61,3.117,0.024,0.830,3.970
299,0,val1,61,3.116,0.014,0.840,3.971
300,2,val1,67,3.437,0.013,0.520,3.970
301,2,val1,69,3.538,0.014,0.420,3.971
302,2,val1,71,3.639,0.015,0.318,3.972
303,4,val3,75,3.861,0.014,0.104,3.980
304,4,val3,73,3.761,0.014,0.206,3.980
305,4,val3,69,3.557,0.013,0.410,3.981
306,0,val3,57,2.914,0.037,1.032,3.983
307,2,val3,59,3.030,0.030,0.922,3.982
308,3,val3,61,3.153,0.014,0.815,3.983
309,4,val2,61,3.151,0.013,0.820,3.984
310,4,val1,71,3.659,0.015,0.311,3.985
311,4,val2,67,3.456,0.013,0.518,3.986
312,3,val1,69,3.559,0.014,0.413,3.986
313,1,val2,57,2.915,0.018,1.052,3.985
314,2,val2,63,3.233,0.013,0.738,3.985
315,4,val1,63,3.253,0.013,0.721,3.987
316,2,val2,61,3.131,0.015,0.840,3.986
317,3,val2,59,3.052,0.017,0.919,3.988
318,2,val2,65,3.335,0.019,0.633,3.988
319,2,val1,57,2.928,0.028,1.032,3.988
320,3,val1,73,3.761,0.015,0.213,3.988
321,3,val1,75,3.862,0.017,0.110,3.989
322,3,val1,67,3.457,0.015,0.517,3.989
323,4,val3,59,3.051,0.021,0.924,3.996
324,3,val3,57,2.948,0.030,1.019,3.997
325,1,val3,64,3.269,0.014,0.714,3.997
326,3,val3,71,3.660,0.017,0.321,3.998
327,0,val3,70,3.571,0.015,0.412,3.997
328,1,val3,74,3.776,0.014,0.208,3.998
329,0,val3,76,3.875,0.014,0.109,3.999
330,3,val1,63,3.254,0.023,0.723,4.000
331,0,val3,72,3.673,0.017,0.310,3.999
332,4,val1,65,3.355,0.014,0.632,4.001
333,1,val3,62,3.168,0.015,0.818,4.001
334,0,val2,60,3.066,0.017,0.918,4.001
335,3,val1,65,3.356,0.023,0.622,4.001
336,1,val2,76,3.876,0.015,0.109,4.001
337,1,val2,72,3.674,0.013,0.315,4.003
338,1,val1,70,3.573,0.015,0.415,4.003
339,0,val2,66,3.369,0.015,0.619,4.004
340,1,val1,66,3.370,0.021,0.612,4.004
341,0,val1,74,3.775,0.022,0.207,4.004
342,0,val1,68,3.470,0.015,0.520,4.005
343,1,val1,60,3.066,0.016,0.923,4.004
344,1,val1,68,3.472,0.023,0.510,4.005
345,0,val1,62,3.166,0.014,0.825,4.005
346,0,val1,64,3.268,0.021,0.716,4.006
347,2,val1,60,3.081,0.014,0.917,4.012
348,0,val2,58,2.964,0.025,1.027,4.016
349,2,val2,64,3.284,0.015,0.718,4.017
350,4,val1,57,2.949,0.025,1.043,4.017
351,2,val2,66,3.386,0.014,0.617,4.017
352,2,val1,62,3.182,0.013,0.822,4.017
353,2,val2,74,3.791,0.016,0.211,4.018
354,2,val1,68,3.487,0.021,0.511,4.018
355,2,val3,58,2.978,0.024,1.016,4.019
356,2,val2,70,3.589,0.015,0.415,4.019
357,2,val3,72,3.690,0.014,0.316,4.020
