id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,3,val1,80,2.099,0.008,0.965,3.072
1,3,val1,40,1.070,0.006,2.000,3.076
2,2,val1,69,1.817,0.004,1.257,3.078
3,1,val1,68,1.791,0.004,1.283,3.078
4,1,val1,64,1.686,0.004,1.392,3.082
5,3,val1,92,2.414,0.012,0.658,3.084
6,3,val1,88,2.308,0.012,0.766,3.086
7,2,val1,77,2.023,0.005,1.056,3.084
8,2,val1,105,2.747,0.009,0.364,3.119
9,1,val1,76,2.001,0.005,1.115,3.121
10,0,val1,36,0.947,0.008,2.166,3.121
11,2,val1,29,0.775,0.006,2.341,3.122
12,4,val1,47,1.261,0.003,1.859,3.123
13,4,val1,63,1.676,0.004,1.445,3.125
14,0,val1,49,1.282,0.005,1.839,3.126
15,2,val1,49,1.302,0.006,1.837,3.145
16,4,val1,64,1.701,0.005,1.435,3.141
17,3,val1,101,2.647,0.004,0.491,3.142
18,3,val1,53,1.403,0.004,1.737,3.144
19,4,val1,19,0.531,0.004,2.612,3.147
20,2,val1,37,0.987,0.005,2.155,3.147
21,2,val1,86,2.254,0.008,0.889,3.152
22,2,val1,18,0.492,0.005,2.657,3.154
23,4,val1,56,1.493,0.004,1.660,3.157
24,3,val1,100,2.621,0.016,0.520,3.158
25,2,val1,90,2.358,0.010,0.789,3.158
26,1,val1,88,2.312,0.007,0.840,3.159
27,2,val1,42,1.121,0.005,2.034,3.160
28,0,val1,24,0.636,0.006,2.517,3.159
29,0,val1,57,1.488,0.005,1.667,3.160
30,3,val1,105,2.751,0.005,0.404,3.160
31,4,val1,80,2.117,0.005,1.039,3.162
32,3,val1,57,1.506,0.004,1.652,3.163
33,2,val1,11,0.313,0.004,2.846,3.163
34,1,val1,92,2.415,0.008,0.738,3.160
35,1,val1,96,2.519,0.008,0.634,3.161
36,1,val1,104,2.727,0.012,0.423,3.162
37,1,val1,0,0.027,0.005,3.131,3.163
38,0,val1,89,2.316,0.008,0.839,3.163
39,2,val1,7,0.210,0.004,2.950,3.165
40,3,val1,97,2.544,0.009,0.611,3.164
41,3,val1,49,1.300,0.005,1.860,3.165
42,4,val1,88,2.326,0.005,0.833,3.164
43,4,val1,12,0.350,0.005,2.810,3.165
44,0,val1,17,0.456,0.005,2.708,3.169
45,0,val1,93,2.419,0.012,0.739,3.170
46,0,val1,13,0.354,0.005,2.813,3.171
47,0,val1,82,2.136,0.005,1.031,3.172
48,0,val1,30,0.791,0.006,2.422,3.219
49,2,val1,31,0.828,0.006,2.386,3.220
50,2,val1,87,2.280,0.006,0.936,3.222
51,2,val1,99,2.592,0.007,0.624,3.223
52,3,val1,73,1.919,0.007,1.297,3.222
53,4,val1,24,0.658,0.006,2.556,3.220
54,0,val1,78,2.032,0.005,1.183,3.220
55,0,val1,73,1.904,0.005,1.326,3.236
56,0,val1,18,0.482,0.005,2.750,3.236
57,4,val1,40,1.078,0.005,2.152,3.236
58,1,val1,108,2.830,0.018,0.389,3.238
59,0,val1,51,1.333,0.004,1.902,3.239
60,0,val1,38,0.998,0.007,2.235,3.240
61,0,val1,42,1.103,0.007,2.132,3.243
62,1,val1,20,0.539,0.005,2.699,3.243
63,0,val1,87,2.264,0.006,0.976,3.246
64,4,val1,28,0.760,0.006,2.478,3.245
65,3,val1,93,2.443,0.006,0.788,3.237
66,4,val1,32,0.867,0.005,2.373,3.246
67,3,val1,5,0.166,0.004,3.075,3.245
68,0,val1,83,2.161,0.008,1.078,3.247
69,2,val1,35,0.934,0.005,2.307,3.246
70,1,val1,25,0.668,0.006,2.574,3.248
71,3,val1,81,2.126,0.007,1.115,3.248
72,1,val1,48,1.276,0.007,1.966,3.249
73,4,val1,17,0.479,0.005,2.764,3.247
74,4,val1,20,0.556,0.005,2.687,3.247
75,4,val1,52,1.390,0.009,1.849,3.248
76,1,val1,45,1.195,0.004,2.050,3.249
77,0,val1,91,2.367,0.009,0.877,3.253
78,3,val1,37,0.992,0.007,2.255,3.254
79,3,val1,62,1.635,0.006,1.613,3.254
80,4,val1,65,1.727,0.005,1.523,3.255
81,3,val1,94,2.467,0.009,0.781,3.257
82,1,val1,16,0.437,0.005,2.816,3.259
83,3,val1,13,0.372,0.004,2.883,3.259
84,4,val3,43,1.156,0.004,2.099,3.259
85,3,val1,110,2.879,0.010,0.372,3.261
86,2,val1,59,1.559,0.007,1.693,3.260
87,3,val1,14,0.398,0.004,2.860,3.262
88,1,val1,4,0.130,0.004,3.128,3.262
89,2,val3,9,0.262,0.004,2.998,3.264
90,2,val3,25,0.672,0.005,2.587,3.265
91,3,val3,25,0.679,0.006,2.580,3.265
92,2,val3,45,1.197,0.006,2.064,3.267
93,2,val3,41,1.093,0.005,2.170,3.268
94,2,val3,17,0.466,0.005,2.797,3.269
95,2,val3,33,0.879,0.007,2.385,3.271
96,2,val3,22,0.593,0.005,2.672,3.271
97,1,val3,24,0.642,0.006,2.629,3.277
98,3,val3,21,0.576,0.005,2.698,3.279
99,2,val3,94,2.461,0.004,0.819,3.284
100,2,val2,15,0.415,0.005,2.866,3.285
101,4,val3,51,1.364,0.004,1.918,3.286
102,2,val2,30,0.800,0.007,2.479,3.286
103,3,val3,54,1.430,0.004,1.855,3.289
104,4,val3,59,1.571,0.004,1.715,3.291
105,1,val3,32,0.852,0.006,2.435,3.293
106,4,val2,100,2.639,0.005,0.650,3.294
107,3,val2,2,0.089,0.004,3.203,3.295
108,1,val2,33,0.878,0.005,2.417,3.300
109,0,val3,97,2.523,0.015,0.764,3.302
110,0,val3,41,1.079,0.007,2.221,3.307
111,0,val3,33,0.871,0.006,2.433,3.309
112,2,val1,67,1.766,0.010,1.545,3.321
113,0,val1,34,0.898,0.006,2.418,3.321
114,2,val1,43,1.145,0.004,2.173,3.322
115,0,val1,27,0.713,0.006,2.604,3.323
116,3,val1,63,1.661,0.007,1.655,3.323
117,3,val1,42,1.121,0.009,2.194,3.323
118,4,val1,93,2.459,0.015,0.847,3.321
119,4,val1,102,2.690,0.007,0.625,3.322
120,2,val2,26,0.697,0.006,2.633,3.336
121,0,val1,11,0.303,0.004,3.031,3.338
122,2,val3,78,2.048,0.008,1.283,3.340
123,1,val1,57,1.504,0.005,1.812,3.321
124,0,val1,67,1.747,0.007,1.586,3.340
125,1,val1,29,0.772,0.006,2.564,3.342
126,2,val1,71,1.869,0.011,1.463,3.343
127,0,val1,111,2.893,0.014,0.436,3.343
128,4,val1,25,0.683,0.006,2.654,3.343
129,0,val2,1,0.048,0.003,3.293,3.344
130,0,val3,50,1.307,0.004,2.033,3.344
131,4,val1,49,1.314,0.008,2.022,3.344
132,4,val2,0,0.042,0.005,3.298,3.345
133,0,val1,95,2.472,0.010,0.863,3.345
134,0,val1,48,1.256,0.003,2.087,3.346
135,4,val1,42,1.131,0.004,2.212,3.347
136,4,val3,75,1.987,0.010,1.350,3.347
137,0,val1,80,2.084,0.005,1.258,3.347
138,2,val3,6,0.185,0.004,3.157,3.345
139,2,val2,110,2.878,0.020,0.448,3.346
140,4,val3,67,1.781,0.004,1.562,3.348
141,1,val1,49,1.299,0.006,2.039,3.344
142,1,val1,69,1.818,0.006,1.524,3.348
143,2,val3,54,1.431,0.006,1.911,3.348
144,3,val2,41,1.096,0.007,2.246,3.349
145,0,val2,45,1.180,0.004,2.165,3.349
146,1,val1,93,2.442,0.013,0.895,3.349
147,0,val3,62,1.618,0.005,1.727,3.349
148,2,val1,8,0.236,0.004,3.109,3.350
149,1,val1,77,2.028,0.010,1.312,3.350
150,1,val3,40,1.065,0.005,2.280,3.351
151,1,val1,85,2.234,0.012,1.105,3.351
152,2,val1,63,1.663,0.009,1.679,3.351
153,4,val1,46,1.235,0.004,2.114,3.352
154,1,val1,82,2.156,0.005,1.191,3.352
155,1,val1,86,2.259,0.005,1.089,3.353
156,0,val2,29,0.765,0.006,2.582,3.353
157,4,val1,50,1.339,0.004,2.011,3.354
158,3,val1,75,1.971,0.006,1.375,3.352
159,3,val1,95,2.493,0.009,0.851,3.353
160,3,val3,17,0.474,0.005,2.874,3.353
161,3,val1,71,1.866,0.008,1.479,3.353
162,3,val3,78,2.047,0.007,1.299,3.354
163,3,val1,39,1.042,0.007,2.305,3.354
164,2,val1,40,1.065,0.004,2.285,3.354
165,4,val1,86,2.274,0.012,1.069,3.355
166,4,val1,106,2.794,0.006,0.556,3.356
167,3,val1,19,0.525,0.005,2.825,3.355
168,2,val1,12,0.339,0.004,3.012,3.356
169,2,val2,14,0.390,0.005,2.963,3.358
170,1,val1,14,0.387,0.005,2.963,3.354
171,2,val3,46,1.223,0.010,2.126,3.358
172,3,val2,46,1.222,0.005,2.132,3.360
173,3,val2,86,2.256,0.008,1.098,3.362
174,2,val3,74,1.946,0.007,1.413,3.366
175,3,val3,33,0.886,0.007,2.473,3.366
176,2,val3,27,0.723,0.005,2.638,3.367
177,2,val3,50,1.327,0.010,2.030,3.367
178,2,val3,106,2.773,0.015,0.580,3.368
179,0,val3,86,2.238,0.007,1.123,3.368
180,3,val3,66,1.738,0.006,1.625,3.369
181,2,val3,53,1.404,0.007,1.958,3.369
182,3,val2,70,1.840,0.007,1.522,3.369
183,2,val3,3,0.108,0.004,3.258,3.369
184,2,val2,34,0.908,0.005,2.457,3.370
185,2,val2,47,1.249,0.005,2.118,3.371
186,0,val3,70,1.825,0.005,1.540,3.370
187,0,val2,54,1.410,0.004,1.957,3.371
188,3,val3,1,0.063,0.003,3.307,3.373
189,3,val2,58,1.533,0.005,1.836,3.374
190,4,val3,55,1.467,0.004,1.898,3.369
191,4,val3,72,1.910,0.004,1.457,3.371
192,4,val3,76,2.013,0.004,1.357,3.374
193,2,val2,38,1.014,0.005,2.356,3.375
194,4,val2,36,0.973,0.006,2.396,3.374
195,4,val2,5,0.170,0.004,3.201,3.375
196,4,val2,4,0.145,0.004,3.228,3.377
197,2,val2,19,0.517,0.005,2.853,3.375
198,2,val3,107,2.801,0.010,0.566,3.376
199,3,val2,50,1.325,0.004,2.046,3.375
200,0,val2,25,0.662,0.006,2.706,3.374
201,0,val2,66,1.722,0.004,1.649,3.375
