id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,1,val1,86,2.963,0.008,0.109,3.080
1,4,val1,25,0.898,0.006,2.178,3.082
2,4,val1,28,1.001,0.006,2.077,3.084
3,3,val1,7,0.277,0.004,2.802,3.083
4,0,val1,74,2.550,0.004,0.531,3.085
5,0,val1,47,1.622,0.005,1.458,3.086
6,0,val1,56,1.932,0.005,1.149,3.086
7,3,val1,22,0.785,0.006,2.295,3.087
8,0,val1,41,1.417,0.004,1.666,3.087
9,3,val1,28,0.993,0.007,2.094,3.093
10,2,val1,7,0.271,0.004,2.818,3.093
11,2,val1,83,2.860,0.006,0.229,3.095
12,2,val1,77,2.656,0.007,0.436,3.098
13,2,val1,19,0.678,0.006,2.414,3.098
14,0,val1,65,2.241,0.007,0.838,3.087
15,3,val1,53,1.844,0.004,1.280,3.127
16,4,val1,71,2.467,0.004,0.657,3.128
17,4,val1,16,0.589,0.006,2.534,3.129
18,0,val1,68,2.345,0.008,0.775,3.128
19,1,val1,56,1.938,0.007,1.183,3.129
20,2,val1,22,0.782,0.006,2.341,3.129
21,3,val1,74,2.557,0.007,0.567,3.131
22,2,val1,13,0.475,0.005,2.650,3.130
23,2,val1,16,0.576,0.005,2.550,3.131
24,2,val1,25,0.885,0.006,2.240,3.132
25,0,val1,2,0.087,0.004,3.059,3.150
26,4,val1,77,2.675,0.004,0.471,3.150
27,4,val1,68,2.366,0.004,0.781,3.150
28,3,val1,2,0.106,0.004,3.039,3.148
29,3,val1,41,1.436,0.004,1.711,3.151
30,0,val1,29,1.008,0.007,2.136,3.150
31,0,val1,21,0.731,0.004,2.416,3.151
32,4,val1,38,1.344,0.003,1.803,3.151
33,0,val1,32,1.111,0.007,2.033,3.151
34,4,val1,83,2.882,0.005,0.265,3.152
35,3,val1,11,0.413,0.005,2.736,3.153
36,3,val1,35,1.232,0.007,1.915,3.153
37,4,val1,80,2.779,0.004,0.371,3.154
38,1,val1,47,1.629,0.005,1.517,3.152
39,1,val1,8,0.297,0.004,2.851,3.152
40,2,val1,53,1.839,0.005,1.309,3.152
41,2,val1,56,1.940,0.004,1.209,3.153
42,3,val1,17,0.615,0.005,2.536,3.156
43,3,val1,23,0.819,0.006,2.332,3.157
44,3,val1,63,2.181,0.004,0.975,3.160
45,4,val1,78,2.709,0.004,0.448,3.161
46,2,val1,62,2.145,0.009,1.008,3.162
47,2,val1,47,1.636,0.006,1.521,3.163
48,1,val1,26,0.911,0.006,2.245,3.163
49,2,val1,78,2.689,0.005,0.469,3.163
50,2,val1,35,1.228,0.005,1.931,3.164
51,4,val1,35,1.241,0.004,1.920,3.165
52,0,val1,81,2.788,0.006,0.373,3.167
53,4,val1,59,2.058,0.004,1.106,3.167
54,4,val1,20,0.725,0.006,2.437,3.168
55,1,val1,17,0.603,0.006,2.555,3.164
56,4,val1,56,1.957,0.006,1.206,3.169
57,0,val1,45,1.553,0.005,1.611,3.169
58,4,val1,24,0.863,0.004,2.303,3.170
59,4,val1,36,1.275,0.003,1.892,3.171
60,0,val1,0,0.019,0.005,3.148,3.172
61,4,val1,11,0.420,0.005,2.748,3.172
62,4,val1,42,1.479,0.006,1.688,3.173
63,1,val1,5,0.196,0.004,2.972,3.172
64,0,val1,48,1.656,0.005,1.513,3.174
65,4,val1,53,1.853,0.006,1.318,3.177
66,0,val1,33,1.145,0.005,2.027,3.177
67,0,val1,63,2.172,0.007,0.999,3.177
