id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,mem4,0,0.016,0.020,0.106,0.142
1,2,mem5,18,0.633,0.140,0.104,0.876
2,2,mem5,13,0.465,0.094,0.317,0.877
3,4,mem5,5,0.212,0.038,0.641,0.890
4,3,mem5,2,0.103,0.037,0.751,0.891
5,4,mem5,16,0.579,0.104,0.210,0.893
6,4,mem5,13,0.479,0.094,0.321,0.894
7,4,mem4,12,0.445,0.031,0.422,0.899
8,3,mem4,6,0.238,0.037,0.625,0.900
9,4,mem4,3,0.144,0.028,0.727,0.899
10,0,mem4,10,0.351,0.039,0.511,0.901
11,1,mem4,9,0.326,0.050,0.525,0.901
12,4,mem4,18,0.646,0.039,0.217,0.902
13,2,mem4,15,0.532,0.063,0.308,0.903
14,4,mem5,8,0.312,0.065,0.526,0.903
15,4,mem5,0,0.043,0.018,0.843,0.904
16,3,mem5,18,0.639,0.147,0.116,0.903
17,2,mem5,8,0.299,0.065,0.543,0.906
18,2,mem5,0,0.030,0.017,0.860,0.907
19,1,mem5,14,0.493,0.092,0.320,0.905
20,3,mem4,7,0.271,0.021,0.634,0.926
21,2,mem4,1,0.064,0.028,0.834,0.927
22,0,mem4,13,0.451,0.041,0.436,0.928
23,4,mem4,4,0.178,0.025,0.725,0.929
24,1,mem4,19,0.660,0.049,0.220,0.928
25,1,mem4,13,0.460,0.047,0.425,0.931
26,3,mem4,15,0.539,0.071,0.320,0.930
27,1,mem4,1,0.057,0.019,0.856,0.933
28,2,mem4,22,0.767,0.030,0.133,0.930
29,0,mem4,19,0.652,0.044,0.236,0.932
30,3,mem4,1,0.069,0.036,0.831,0.937
31,4,mem4,20,0.712,0.017,0.207,0.937
32,3,mem4,13,0.472,0.050,0.417,0.939
33,1,mem4,10,0.359,0.048,0.531,0.938
34,1,mem4,7,0.259,0.046,0.634,0.940
35,0,mem4,16,0.551,0.073,0.316,0.940
36,2,mem4,7,0.265,0.054,0.620,0.939
37,1,mem4,4,0.158,0.029,0.753,0.941
38,0,mem4,21,0.719,0.029,0.225,0.972
39,2,mem4,16,0.566,0.073,0.334,0.973
40,4,mem4,10,0.379,0.043,0.549,0.971
41,0,mem4,14,0.485,0.049,0.440,0.973
42,0,mem4,5,0.184,0.034,0.755,0.974
43,1,mem4,2,0.092,0.051,0.847,0.990
44,4,mem4,21,0.746,0.019,0.223,0.988
45,0,mem4,17,0.585,0.067,0.339,0.990
46,3,mem4,11,0.406,0.042,0.541,0.988
47,2,mem4,14,0.499,0.048,0.443,0.989
48,4,mem4,17,0.612,0.054,0.325,0.992
49,2,mem4,11,0.399,0.036,0.558,0.993
50,1,mem4,8,0.293,0.040,0.661,0.994
51,1,mem4,11,0.393,0.069,0.533,0.995
52,1,mem4,5,0.193,0.043,0.760,0.996
53,0,mem4,2,0.084,0.046,0.865,0.995
54,3,mem4,8,0.305,0.041,0.646,0.992
55,0,mem4,9,0.318,0.042,0.639,0.999
56,3,mem4,3,0.136,0.020,0.843,0.999
57,0,mem4,6,0.218,0.044,0.738,1.000
58,1,mem4,22,0.760,0.022,0.219,1.001
59,2,mem4,5,0.199,0.050,0.745,0.993
60,1,mem4,0,0.023,0.028,0.950,1.001
61,4,mem4,1,0.077,0.041,0.878,0.995
62,3,mem4,14,0.506,0.058,0.436,1.000
63,1,mem4,15,0.526,0.054,0.422,1.002
64,4,mem5,11,0.412,0.077,0.588,1.077
65,3,mem5,17,0.606,0.110,0.362,1.078
66,4,mem5,14,0.512,0.088,0.479,1.079
67,4,mem5,15,0.546,0.088,0.446,1.080
68,2,mem5,19,0.666,0.136,0.278,1.080
69,1,mem5,6,0.226,0.041,0.812,1.078
70,0,mem5,3,0.118,0.048,0.914,1.079
71,1,mem5,17,0.593,0.107,0.381,1.081
72,3,mem5,9,0.339,0.070,0.671,1.080
73,1,mem5,12,0.426,0.092,0.564,1.082
74,4,mem5,6,0.245,0.051,0.786,1.082
75,2,mem5,3,0.132,0.048,0.901,1.081
76,3,mem5,0,0.036,0.048,1.001,1.085
77,3,mem5,10,0.372,0.069,0.644,1.085
78,3,mem5,4,0.171,0.051,0.866,1.088
79,0,mem5,11,0.384,0.088,0.615,1.088
80,2,mem5,9,0.332,0.062,0.691,1.085
81,2,mem5,6,0.232,0.050,0.803,1.085
82,2,mem5,17,0.599,0.132,0.357,1.089
83,2,mem5,2,0.098,0.017,0.974,1.089
84,0,mem5,15,0.518,0.099,0.472,1.088
85,1,mem5,3,0.125,0.027,0.933,1.086
86,4,mem5,7,0.279,0.048,0.756,1.083
87,3,mem5,12,0.439,0.108,0.546,1.093
88,2,mem5,12,0.432,0.104,0.558,1.094
89,2,mem5,4,0.165,0.041,0.891,1.097
90,2,mem5,10,0.365,0.092,0.641,1.098
91,0,mem5,12,0.418,0.085,0.588,1.091
92,3,mem5,16,0.572,0.094,0.427,1.094
93,1,mem5,16,0.560,0.090,0.440,1.090
94,4,mem5,9,0.345,0.082,0.664,1.092
95,0,mem5,18,0.618,0.125,0.352,1.095
96,3,mem5,5,0.204,0.029,0.863,1.097
97,1,mem5,18,0.626,0.133,0.331,1.090
98,4,mem5,2,0.110,0.018,0.967,1.096
99,0,mem5,4,0.151,0.043,0.903,1.096
100,0,mem5,7,0.251,0.062,0.786,1.098
101,0,mem5,1,0.051,0.047,1.002,1.100
102,0,mem5,8,0.284,0.061,0.756,1.102
103,1,mem4,48,1.630,0.143,0.128,1.901
104,0,mem4,39,1.320,0.134,0.447,1.901
105,2,mem4,39,1.335,0.131,0.436,1.902
106,1,mem4,36,1.228,0.129,0.546,1.903
107,1,mem4,30,1.027,0.093,0.785,1.905
108,1,mem4,25,0.860,0.074,0.971,1.906
109,4,mem4,48,1.648,0.136,0.125,1.909
110,2,mem4,27,0.934,0.096,0.874,1.904
111,2,mem4,30,1.034,0.112,0.759,1.905
112,1,mem4,45,1.529,0.153,0.225,1.908
113,3,mem4,48,1.643,0.153,0.114,1.910
114,4,mem4,27,0.946,0.096,0.881,1.924
115,0,mem4,31,1.053,0.105,0.745,1.903
116,1,mem4,34,1.161,0.083,0.666,1.910
117,1,mem4,42,1.429,0.154,0.347,1.930
118,1,mem4,26,0.894,0.063,0.975,1.931
119,1,mem4,39,1.329,0.151,0.453,1.932
120,4,mem4,36,1.247,0.123,0.556,1.926
121,3,mem4,34,1.174,0.085,0.668,1.927
122,3,mem4,27,0.940,0.117,0.877,1.934
123,3,mem4,45,1.541,0.173,0.220,1.935
124,4,mem4,42,1.447,0.150,0.333,1.930
125,4,mem4,39,1.347,0.145,0.439,1.931
126,4,mem4,28,0.980,0.090,0.862,1.931
127,4,mem4,34,1.180,0.094,0.659,1.933
128,0,mem4,30,1.019,0.115,0.774,1.908
129,2,mem4,45,1.535,0.161,0.232,1.928
130,0,mem4,42,1.421,0.150,0.355,1.926
131,0,mem4,37,1.253,0.131,0.547,1.932
