id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,mem4,0,0.019,0.020,0.103,0.142
1,3,mem5,1,0.127,0.013,0.313,0.453
2,4,mem5,1,0.140,0.014,0.314,0.468
3,2,mem4,3,0.250,0.014,0.210,0.474
4,0,mem4,5,0.357,0.016,0.102,0.475
5,1,mem4,0,0.033,0.019,0.422,0.475
6,0,mem4,2,0.153,0.014,0.311,0.478
7,3,mem4,3,0.261,0.015,0.203,0.479
8,2,mem4,0,0.046,0.029,0.407,0.482
9,1,mem5,2,0.169,0.014,0.311,0.494
10,1,mem5,5,0.371,0.014,0.111,0.495
11,4,mem4,3,0.275,0.014,0.212,0.500
12,3,mem4,0,0.059,0.029,0.414,0.502
13,2,mem4,5,0.385,0.014,0.103,0.502
14,2,mem5,2,0.181,0.014,0.313,0.508
15,4,mem5,0,0.073,0.017,0.418,0.508
16,0,mem5,4,0.290,0.014,0.204,0.508
17,0,mem4,1,0.086,0.015,0.412,0.513
18,3,mem4,5,0.395,0.016,0.102,0.513
19,3,mem5,2,0.194,0.014,0.313,0.521
20,1,mem5,1,0.101,0.014,0.406,0.521
21,1,mem4,4,0.304,0.014,0.218,0.535
22,2,mem4,4,0.318,0.014,0.210,0.542
23,4,mem4,2,0.207,0.014,0.322,0.543
24,2,mem5,1,0.114,0.014,0.421,0.548
25,0,mem5,3,0.222,0.014,0.313,0.548
26,3,mem4,4,0.328,0.016,0.214,0.559
27,4,mem4,4,0.342,0.014,0.206,0.561
28,1,mem4,3,0.236,0.014,0.311,0.561
29,4,mem5,11,0.813,0.020,0.639,1.473
30,3,mem5,8,0.598,0.017,0.859,1.474
31,2,mem5,10,0.722,0.015,0.737,1.474
32,3,mem5,16,1.136,0.017,0.321,1.475
33,0,mem5,12,0.830,0.017,0.628,1.475
34,2,mem5,13,0.924,0.015,0.536,1.475
35,3,mem5,10,0.733,0.016,0.726,1.475
36,1,mem5,10,0.707,0.016,0.750,1.473
37,1,mem5,7,0.505,0.016,0.954,1.476
38,0,mem5,7,0.492,0.017,0.968,1.476
39,1,mem5,15,1.044,0.018,0.414,1.476
40,3,mem5,7,0.531,0.018,0.928,1.477
41,0,mem5,9,0.627,0.014,0.836,1.477
42,1,mem5,18,1.247,0.016,0.214,1.477
43,0,mem5,15,1.032,0.018,0.428,1.478
44,4,mem4,13,0.947,0.020,0.521,1.488
45,2,mem4,18,1.260,0.017,0.211,1.488
46,2,mem4,15,1.059,0.014,0.415,1.489
47,1,mem5,12,0.844,0.017,0.629,1.489
48,4,mem4,10,0.746,0.014,0.729,1.489
49,0,mem4,20,1.368,0.015,0.106,1.490
50,0,mem5,17,1.167,0.014,0.310,1.490
51,4,mem4,16,1.148,0.016,0.326,1.490
52,1,mem5,9,0.640,0.015,0.836,1.490
53,4,mem4,7,0.543,0.016,0.945,1.504
54,3,mem4,18,1.271,0.018,0.215,1.504
55,2,mem4,9,0.654,0.015,0.836,1.505
56,1,mem4,20,1.380,0.016,0.108,1.505
57,0,mem4,14,0.964,0.015,0.526,1.505
58,3,mem4,15,1.069,0.019,0.418,1.506
59,2,mem4,12,0.856,0.016,0.633,1.506
60,1,mem4,6,0.438,0.022,1.046,1.506
61,0,mem4,8,0.560,0.014,0.933,1.507
62,4,mem5,15,1.081,0.017,0.413,1.511
63,4,mem5,18,1.282,0.017,0.212,1.512
64,0,mem5,11,0.763,0.014,0.735,1.512
65,3,mem5,12,0.868,0.015,0.629,1.513
66,2,mem5,20,1.393,0.017,0.103,1.513
67,1,mem5,17,1.180,0.014,0.320,1.514
68,2,mem5,6,0.452,0.016,1.045,1.514
69,1,mem5,14,0.978,0.016,0.522,1.515
70,2,mem5,14,0.991,0.017,0.512,1.520
71,3,mem5,6,0.464,0.018,1.040,1.521
72,2,mem4,17,1.193,0.016,0.312,1.522
73,4,mem5,12,0.880,0.015,0.626,1.522
74,2,mem5,11,0.789,0.014,0.719,1.522
75,1,mem5,8,0.572,0.015,0.935,1.522
76,4,mem4,9,0.679,0.015,0.829,1.523
77,3,mem5,9,0.665,0.016,0.842,1.524
78,0,mem5,19,1.302,0.015,0.206,1.523
79,1,mem5,11,0.776,0.015,0.733,1.524
80,4,mem5,6,0.476,0.019,1.030,1.525
81,3,mem4,20,1.405,0.015,0.113,1.534
82,3,mem4,17,1.204,0.020,0.311,1.534
83,1,mem4,19,1.314,0.017,0.205,1.535
84,0,mem4,10,0.695,0.013,0.828,1.536
85,0,mem4,16,1.100,0.014,0.423,1.536
86,2,mem4,8,0.587,0.013,0.937,1.537
87,0,mem4,13,0.897,0.015,0.626,1.538
88,4,mem5,14,1.015,0.018,0.512,1.545
89,1,mem5,16,1.112,0.014,0.420,1.546
90,3,mem5,14,1.002,0.018,0.526,1.546
91,3,mem5,11,0.801,0.020,0.738,1.559
92,4,mem4,8,0.611,0.015,0.934,1.560
93,2,mem4,16,1.127,0.015,0.419,1.560
94,4,mem4,17,1.215,0.021,0.325,1.561
95,2,mem4,7,0.520,0.016,1.026,1.562
96,1,mem4,13,0.911,0.013,0.638,1.562
97,2,mem4,19,1.327,0.017,0.219,1.563
98,3,mem4,19,1.339,0.018,0.206,1.563
99,0,mem4,18,1.234,0.016,0.314,1.564
100,4,mem4,19,1.350,0.021,0.204,1.575
101,4,mem4,5,0.409,0.016,1.151,1.575
102,0,mem4,6,0.425,0.017,1.134,1.576
103,3,mem4,13,0.935,0.020,0.622,1.576
104,3,mem4,31,2.143,0.016,0.311,2.470
105,2,mem4,25,1.729,0.016,0.726,2.471
106,1,mem4,22,1.514,0.036,0.921,2.471
107,3,mem4,28,1.942,0.017,0.514,2.472
108,0,mem4,33,2.243,0.014,0.214,2.472
109,0,mem4,30,2.041,0.014,0.417,2.473
110,0,mem4,22,1.503,0.034,0.937,2.473
111,3,mem4,34,2.344,0.024,0.106,2.473
112,3,mem4,25,1.740,0.018,0.717,2.474
113,0,mem4,24,1.638,0.015,0.822,2.474
114,0,mem4,27,1.839,0.014,0.621,2.475
115,1,mem5,33,2.257,0.014,0.207,2.478
116,1,mem5,27,1.853,0.015,0.610,2.478
117,4,mem5,31,2.158,0.014,0.307,2.479
118,1,mem5,30,2.055,0.016,0.409,2.479
119,1,mem4,24,1.649,0.015,0.822,2.487
120,4,mem4,28,1.955,0.016,0.516,2.486
121,4,mem4,34,2.359,0.019,0.108,2.487
122,4,mem5,25,1.753,0.017,0.723,2.493
123,3,mem5,22,1.539,0.021,0.934,2.493
124,2,mem5,30,2.066,0.019,0.409,2.494
125,0,mem5,29,1.974,0.015,0.508,2.497
126,4,mem5,22,1.551,0.023,0.922,2.496
127,3,mem4,33,2.277,0.018,0.208,2.503
128,0,mem4,32,2.175,0.015,0.313,2.503
129,2,mem4,27,1.864,0.016,0.623,2.503
130,2,mem4,33,2.266,0.015,0.222,2.504
131,0,mem4,35,2.378,0.015,0.112,2.505
132,1,mem5,35,2.392,0.015,0.103,2.510
133,4,mem4,33,2.292,0.015,0.214,2.521
134,1,mem4,32,2.188,0.018,0.314,2.521
135,3,mem4,30,2.076,0.016,0.430,2.522
136,0,mem4,21,1.436,0.038,1.048,2.522
137,3,mem4,27,1.874,0.019,0.630,2.523
138,0,mem4,26,1.772,0.015,0.736,2.523
139,2,mem4,35,2.401,0.018,0.104,2.524
140,3,mem4,24,1.673,0.017,0.834,2.524
141,2,mem4,24,1.662,0.015,0.847,2.524
142,2,mem4,21,1.460,0.047,1.025,2.532
143,0,mem4,25,1.705,0.015,0.813,2.532
144,4,mem5,30,2.090,0.014,0.429,2.534
145,3,mem4,32,2.210,0.018,0.307,2.534
146,3,mem4,26,1.807,0.016,0.713,2.535
147,2,mem5,32,2.199,0.017,0.319,2.535
148,1,mem5,21,1.447,0.044,1.044,2.535
149,4,mem5,24,1.686,0.015,0.834,2.536
150,3,mem4,29,2.009,0.017,0.510,2.536
151,4,mem5,27,1.888,0.017,0.631,2.536
152,0,mem5,23,1.570,0.017,0.948,2.535
153,3,mem5,21,1.472,0.032,1.033,2.536
154,2,mem5,29,1.999,0.019,0.520,2.537
155,2,mem5,23,1.595,0.017,0.926,2.537
156,0,mem5,34,2.309,0.014,0.215,2.538
157,1,mem5,29,1.987,0.015,0.536,2.538
158,0,mem5,31,2.109,0.014,0.416,2.539
159,2,mem5,26,1.797,0.016,0.725,2.539
160,1,mem5,26,1.785,0.016,0.739,2.540
161,1,mem5,23,1.581,0.018,0.957,2.556
162,0,mem5,28,1.907,0.015,0.635,2.557
163,4,mem5,32,2.225,0.016,0.316,2.557
164,1,mem5,34,2.324,0.015,0.219,2.558
165,3,mem4,23,1.606,0.015,0.937,2.558
166,1,mem5,25,1.717,0.015,0.827,2.558
167,4,mem4,26,1.821,0.015,0.722,2.558
168,4,mem4,21,1.485,0.035,1.038,2.558
169,1,mem5,31,2.121,0.015,0.422,2.559
170,1,mem4,28,1.920,0.019,0.620,2.559
171,2,mem4,34,2.333,0.020,0.206,2.559
172,4,mem5,23,1.619,0.015,0.938,2.572
173,2,mem5,28,1.931,0.015,0.625,2.572
174,2,mem5,31,2.133,0.017,0.423,2.573
175,4,mem5,20,1.416,0.017,1.140,2.573
176,2,mem5,22,1.528,0.019,1.027,2.573
177,4,mem5,29,2.023,0.015,0.535,2.573
178,2,mem4,40,2.739,0.016,0.726,3.481
179,1,mem4,37,2.527,0.020,0.934,3.481
180,0,mem4,39,2.646,0.013,0.823,3.482
181,3,mem4,49,3.354,0.021,0.105,3.480
182,3,mem4,46,3.152,0.020,0.311,3.483
183,0,mem4,42,2.848,0.015,0.621,3.483
