id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val3,0,0.020,0.005,0.102,0.127
1,1,val2,1,0.061,0.004,0.930,0.995
2,1,val2,22,0.776,0.006,0.214,0.996
3,0,val2,25,0.870,0.007,0.121,0.998
4,4,val2,0,0.047,0.005,0.946,0.998
5,4,val2,21,0.761,0.006,0.232,0.999
6,1,val2,19,0.674,0.005,0.322,1.001
7,3,val2,10,0.379,0.005,0.618,1.002
8,4,val2,12,0.454,0.006,0.543,1.003
9,3,val2,22,0.787,0.006,0.212,1.005
10,2,val2,4,0.170,0.005,0.830,1.006
11,2,val2,19,0.679,0.004,0.324,1.007
12,3,val2,1,0.075,0.005,0.927,1.006
13,4,val2,25,0.897,0.004,0.108,1.009
14,4,val2,4,0.183,0.004,0.823,1.010
15,4,val2,13,0.488,0.005,0.517,1.010
16,4,val2,1,0.082,0.004,0.925,1.011
17,4,val2,16,0.590,0.006,0.415,1.011
18,3,val3,4,0.176,0.004,0.832,1.013
19,4,val3,10,0.386,0.005,0.623,1.014
20,4,val3,7,0.285,0.004,0.726,1.015
21,4,val3,19,0.693,0.006,0.317,1.016
22,0,val2,17,0.599,0.005,0.412,1.016
23,0,val2,20,0.700,0.004,0.313,1.016
24,0,val2,14,0.497,0.005,0.515,1.017
25,0,val3,23,0.802,0.007,0.210,1.019
26,0,val3,11,0.394,0.006,0.619,1.019
27,1,val3,14,0.503,0.005,0.512,1.020
28,1,val3,2,0.095,0.004,0.921,1.020
29,1,val2,8,0.298,0.005,0.717,1.020
30,1,val2,17,0.606,0.005,0.411,1.021
31,1,val2,20,0.708,0.005,0.309,1.022
32,1,val1,5,0.197,0.005,0.820,1.022
33,1,val1,23,0.811,0.006,0.207,1.024
34,1,val1,11,0.401,0.005,0.619,1.024
35,1,val3,26,0.914,0.007,0.104,1.025
36,2,val2,5,0.204,0.004,0.819,1.027
37,3,val1,17,0.616,0.004,0.409,1.029
38,2,val3,11,0.407,0.003,0.619,1.030
39,2,val2,14,0.508,0.005,0.517,1.030
40,2,val2,2,0.103,0.005,0.924,1.031
41,2,val1,8,0.305,0.004,0.723,1.032
42,2,val3,17,0.611,0.006,0.415,1.032
43,2,val3,23,0.817,0.008,0.209,1.034
44,3,val3,8,0.311,0.004,0.719,1.034
45,2,val2,20,0.714,0.005,0.315,1.034
46,2,val2,26,0.921,0.007,0.106,1.034
47,3,val3,11,0.413,0.004,0.617,1.035
