id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val1,103,2.688,0.015,0.492,3.195
1,2,val1,22,0.594,0.005,2.596,3.196
2,0,val1,47,1.235,0.010,1.952,3.197
3,2,val1,42,1.111,0.009,2.078,3.198
4,0,val1,111,2.903,0.016,0.298,3.216
5,2,val1,78,2.045,0.016,1.158,3.219
6,0,val1,27,0.715,0.006,2.499,3.219
7,2,val1,103,2.696,0.018,0.508,3.221
8,0,val1,4,0.124,0.005,3.097,3.226
9,2,val1,27,0.724,0.008,2.494,3.226
10,2,val1,43,1.137,0.008,2.083,3.228
11,0,val1,40,1.052,0.006,2.173,3.232
12,2,val1,91,2.383,0.010,0.842,3.236
13,0,val1,44,1.156,0.007,2.070,3.234
14,2,val1,104,2.721,0.006,0.512,3.239
15,0,val1,112,2.926,0.012,0.305,3.243
16,2,val1,19,0.518,0.005,2.722,3.244
17,0,val1,100,2.605,0.020,0.629,3.254
18,0,val1,9,0.251,0.004,3.000,3.255
19,2,val1,12,0.338,0.005,2.911,3.254
20,0,val1,81,2.109,0.007,1.141,3.257
21,0,val1,69,1.802,0.010,1.451,3.262
22,2,val1,39,1.034,0.008,2.224,3.266
23,2,val1,80,2.094,0.009,1.164,3.267
24,1,val1,89,2.321,0.007,0.943,3.272
25,0,val1,105,2.745,0.010,0.518,3.274
26,2,val1,55,1.445,0.012,1.821,3.278
27,2,val1,72,1.887,0.008,1.388,3.283
28,1,val1,113,2.939,0.008,0.336,3.283
29,0,val1,6,0.175,0.004,3.113,3.292
30,0,val1,45,1.183,0.009,2.101,3.294
31,2,val1,16,0.440,0.005,2.850,3.295
32,2,val1,92,2.409,0.014,0.874,3.296
33,1,val1,112,2.913,0.013,0.371,3.297
34,1,val1,64,1.678,0.007,1.614,3.299
35,0,val1,106,2.769,0.009,0.524,3.302
36,1,val1,36,0.954,0.006,2.348,3.308
37,2,val1,52,1.367,0.010,1.932,3.310
38,1,val1,17,0.463,0.006,2.843,3.311
39,0,val1,78,2.032,0.007,1.273,3.313
40,0,val1,62,1.621,0.007,1.689,3.316
41,2,val1,32,0.853,0.007,2.462,3.322
42,1,val1,44,1.161,0.008,2.154,3.323
43,2,val1,68,1.783,0.009,1.533,3.325
44,1,val1,37,0.979,0.007,2.341,3.327
45,0,val1,46,1.209,0.006,2.114,3.329
46,2,val1,113,2.953,0.014,0.367,3.335
47,2,val1,76,1.992,0.013,1.331,3.336
48,0,val1,66,1.726,0.007,1.599,3.332
49,0,val1,86,2.242,0.018,1.082,3.342
50,1,val1,27,0.724,0.006,2.610,3.340
51,1,val1,60,1.573,0.006,1.761,3.340
52,0,val1,59,1.542,0.005,1.800,3.346
53,2,val1,49,1.291,0.006,2.052,3.349
54,1,val1,1,0.053,0.004,3.296,3.353
55,1,val1,41,1.084,0.011,2.260,3.355
56,4,val1,63,1.672,0.005,1.680,3.356
57,4,val1,107,2.809,0.011,0.539,3.359
58,0,val1,74,1.929,0.011,1.419,3.359
59,2,val1,65,1.706,0.009,1.649,3.364
60,0,val1,87,2.267,0.009,1.086,3.361
61,1,val3,18,0.489,0.006,2.873,3.368
62,1,val1,85,2.220,0.016,1.133,3.369
63,2,val1,81,2.120,0.006,1.240,3.366
64,1,val1,80,2.089,0.013,1.268,3.371
65,0,val1,19,0.509,0.005,2.863,3.377
66,0,val1,91,2.372,0.012,0.995,3.378
67,4,val1,27,0.739,0.005,2.634,3.378
68,2,val1,77,2.017,0.004,1.362,3.384
69,1,val1,47,1.241,0.009,2.134,3.384
70,1,val1,93,2.425,0.008,0.954,3.386
71,1,val3,2,0.078,0.004,3.305,3.387
72,4,val1,11,0.324,0.005,3.060,3.389
73,1,val3,42,1.111,0.006,2.273,3.390
74,4,val1,43,1.155,0.005,2.231,3.391
75,0,val1,67,1.750,0.006,1.636,3.392
76,0,val1,35,0.923,0.007,2.464,3.394
77,1,val3,110,2.862,0.012,0.520,3.394
78,1,val2,69,1.805,0.007,1.583,3.396
79,2,val1,5,0.159,0.005,3.234,3.398
80,1,val3,62,1.626,0.009,1.762,3.397
81,2,val1,105,2.746,0.017,0.639,3.401
82,1,val3,30,0.800,0.005,2.596,3.401
83,1,val1,76,1.987,0.007,1.409,3.403
84,1,val3,86,2.246,0.011,1.147,3.404
85,1,val1,26,0.698,0.004,2.703,3.405
86,4,val1,39,1.052,0.005,2.351,3.407
87,1,val3,106,2.760,0.016,0.632,3.408
88,1,val3,99,2.580,0.012,0.818,3.410
89,4,val1,51,1.363,0.009,2.037,3.409
90,2,val1,98,2.563,0.012,0.836,3.412
91,1,val3,82,2.142,0.009,1.261,3.412
92,2,val1,1,0.058,0.005,3.353,3.415
93,1,val3,98,2.554,0.017,0.846,3.418
94,1,val2,105,2.735,0.009,0.674,3.418
95,1,val3,46,1.212,0.007,2.200,3.419
96,1,val2,52,1.369,0.013,2.038,3.420
97,3,val1,75,1.967,0.009,1.444,3.420
98,4,val1,47,1.259,0.007,2.159,3.424
99,1,val3,35,0.929,0.006,2.489,3.425
100,1,val3,79,2.063,0.007,1.355,3.426
101,1,val2,40,1.058,0.006,2.362,3.426
102,4,val1,100,2.628,0.011,0.787,3.426
103,1,val1,109,2.837,0.009,0.581,3.427
104,1,val3,75,1.959,0.010,1.459,3.427
105,1,val2,57,1.497,0.007,1.924,3.428
106,1,val1,70,1.831,0.009,1.589,3.429
107,1,val2,48,1.267,0.010,2.152,3.429
108,1,val3,71,1.857,0.005,1.568,3.430
109,1,val2,81,2.118,0.009,1.304,3.431
110,0,val1,99,2.580,0.011,0.841,3.432
111,1,val3,96,2.501,0.009,0.922,3.433
112,1,val2,73,1.908,0.007,1.518,3.433
113,1,val3,95,2.475,0.010,0.949,3.434
114,1,val2,77,2.013,0.004,1.417,3.435
115,1,val3,7,0.205,0.006,3.225,3.435
116,2,val1,90,2.356,0.011,1.069,3.436
117,2,val1,86,2.250,0.013,1.173,3.436
118,3,val2,24,0.654,0.005,2.777,3.436
119,1,val3,55,1.445,0.009,1.982,3.436
120,1,val2,13,0.359,0.005,3.078,3.442
121,3,val1,108,2.826,0.007,0.608,3.441
122,1,val3,68,1.780,0.006,1.657,3.443
123,1,val2,25,0.673,0.006,2.764,3.443
124,4,val1,28,0.766,0.005,2.671,3.443
125,4,val1,76,2.005,0.007,1.433,3.445
126,3,val2,12,0.346,0.004,3.097,3.447
127,2,val1,46,1.214,0.007,2.227,3.449
128,1,val3,51,1.343,0.010,2.095,3.448
129,1,val2,53,1.395,0.010,2.044,3.449
130,3,val2,48,1.272,0.011,2.166,3.449
131,1,val1,14,0.385,0.006,3.059,3.450
132,2,val3,106,2.771,0.009,0.670,3.450
133,1,val2,111,2.889,0.016,0.545,3.450
134,1,val1,90,2.349,0.014,1.088,3.451
135,3,val2,105,2.744,0.012,0.695,3.452
136,1,val3,4,0.129,0.005,3.319,3.453
137,1,val2,92,2.399,0.005,1.049,3.454
138,3,val1,23,0.628,0.006,2.821,3.455
139,3,val3,20,0.550,0.006,2.901,3.457
140,1,val3,3,0.104,0.005,3.348,3.457
141,4,val3,101,2.652,0.006,0.794,3.453
142,3,val2,21,0.576,0.007,2.877,3.460
143,4,val1,16,0.453,0.004,3.002,3.459
144,1,val2,78,2.038,0.009,1.414,3.461
145,0,val3,13,0.355,0.005,3.091,3.452
146,1,val3,8,0.231,0.004,3.227,3.461
147,4,val1,84,2.216,0.010,1.235,3.461
148,3,val2,81,2.122,0.015,1.324,3.462
149,1,val3,24,0.646,0.005,2.812,3.464
150,2,val1,111,2.900,0.017,0.534,3.451
151,1,val2,33,0.877,0.008,2.578,3.464
152,1,val1,10,0.282,0.004,3.178,3.465
153,3,val2,25,0.680,0.006,2.780,3.466
154,1,val2,29,0.776,0.007,2.682,3.466
155,1,val1,66,1.729,0.009,1.728,3.466
156,1,val2,22,0.593,0.005,2.868,3.467
157,1,val2,6,0.180,0.004,3.286,3.470
158,3,val2,37,0.991,0.006,2.471,3.468
159,1,val2,34,0.903,0.004,2.563,3.470
160,1,val2,38,1.005,0.005,2.460,3.471
161,1,val2,50,1.318,0.008,2.145,3.471
162,0,val3,22,0.587,0.006,2.880,3.472
163,3,val1,11,0.319,0.004,3.149,3.472
164,2,val1,34,0.906,0.008,2.558,3.472
165,3,val2,54,1.425,0.006,2.042,3.473
166,1,val1,54,1.420,0.008,2.047,3.476
167,3,val1,51,1.348,0.009,2.119,3.476
168,4,val3,25,0.685,0.006,2.786,3.477
169,4,val1,92,2.421,0.015,1.041,3.478
170,4,val1,68,1.799,0.009,1.673,3.481
171,0,val3,49,1.286,0.010,2.179,3.474
172,3,val2,86,2.251,0.014,1.212,3.477
173,2,val3,9,0.262,0.003,3.212,3.477
174,2,val1,21,0.569,0.008,2.908,3.485
175,2,val3,70,1.836,0.008,1.647,3.491
176,2,val3,6,0.185,0.005,3.301,3.491
177,0,val3,25,0.663,0.007,2.822,3.493
178,0,val3,1,0.047,0.005,3.443,3.495
179,1,val2,87,2.271,0.006,1.199,3.476
180,4,val1,113,2.964,0.010,0.520,3.493
181,4,val3,36,0.975,0.008,2.519,3.501
182,4,val1,44,1.180,0.007,2.322,3.509
183,4,val1,52,1.389,0.008,2.114,3.511
