id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,4,val1,28,2.919,0.004,0.104,3.027
1,1,val1,8,0.846,0.006,2.180,3.033
2,1,val1,3,0.343,0.005,2.686,3.033
3,1,val1,0,0.041,0.006,2.986,3.034
4,1,val1,2,0.242,0.005,2.788,3.034
5,4,val1,25,2.616,0.004,0.409,3.029
6,3,val1,11,1.189,0.005,1.851,3.046
7,3,val1,8,0.886,0.004,2.156,3.047
8,4,val1,18,1.912,0.005,1.134,3.051
9,4,val1,19,2.013,0.005,1.035,3.053
10,4,val1,15,1.611,0.005,1.438,3.054
11,0,val1,29,2.944,0.006,0.106,3.056
12,4,val1,16,1.711,0.005,1.339,3.055
13,0,val1,25,2.541,0.005,0.511,3.056
14,0,val2,27,2.743,0.005,0.314,3.063
15,4,val2,20,2.114,0.005,0.945,3.064
16,4,val2,21,2.215,0.006,0.845,3.065
17,0,val1,20,2.037,0.005,1.024,3.066
18,4,val2,14,1.510,0.006,1.550,3.066
19,0,val1,21,2.137,0.004,0.929,3.071
20,2,val3,8,0.867,0.004,2.198,3.070
21,0,val3,26,2.641,0.005,0.425,3.071
22,2,val3,9,0.968,0.005,2.100,3.072
23,2,val1,11,1.171,0.006,1.895,3.073
24,2,val3,4,0.464,0.004,2.605,3.073
25,3,val1,1,0.182,0.005,2.883,3.070
26,0,val1,23,2.340,0.006,0.727,3.073
27,3,val1,2,0.282,0.005,2.786,3.073
28,2,val3,7,0.766,0.005,2.303,3.074
29,4,val1,9,1.007,0.004,2.063,3.074
30,2,val1,10,1.070,0.005,1.999,3.074
31,2,val3,2,0.262,0.005,2.808,3.075
32,1,val1,26,2.659,0.004,0.412,3.075
33,1,val3,27,2.760,0.004,0.312,3.076
34,2,val3,0,0.061,0.006,3.009,3.077
35,3,val3,0,0.081,0.006,2.990,3.077
36,4,val1,11,1.208,0.005,1.862,3.076
37,4,val2,13,1.409,0.006,1.663,3.078
38,1,val1,28,2.861,0.005,0.211,3.077
39,2,val2,12,1.273,0.005,1.799,3.077
40,3,val3,3,0.383,0.004,2.690,3.078
41,4,val2,10,1.108,0.005,1.966,3.079
42,3,val3,6,0.685,0.006,2.388,3.079
43,0,val2,22,2.239,0.004,0.834,3.077
44,3,val3,5,0.584,0.004,2.491,3.079
45,4,val2,12,1.309,0.005,1.767,3.081
46,1,val1,24,2.458,0.005,0.621,3.084
47,1,val3,23,2.357,0.006,0.722,3.085
48,1,val1,25,2.559,0.006,0.521,3.086
49,0,val1,18,1.835,0.007,1.240,3.081
50,4,val2,7,0.806,0.005,2.272,3.083
51,4,val2,8,0.906,0.005,2.172,3.084
52,3,val2,4,0.484,0.005,2.599,3.088
53,2,val2,3,0.363,0.005,2.720,3.088
54,0,val3,19,1.936,0.004,1.141,3.082
55,1,val2,22,2.256,0.005,0.825,3.086
56,2,val2,6,0.665,0.005,2.421,3.091
57,0,val1,12,1.229,0.006,1.848,3.082
58,1,val1,20,2.055,0.006,1.026,3.087
59,0,val2,14,1.430,0.004,1.652,3.086
60,1,val1,19,1.955,0.006,1.127,3.088
61,0,val1,16,1.631,0.004,1.451,3.087
62,4,val1,5,0.604,0.004,2.484,3.092
63,2,val2,1,0.162,0.005,2.926,3.093
64,1,val2,21,2.156,0.004,0.930,3.090
65,0,val2,24,2.441,0.006,0.643,3.090
66,4,val1,6,0.705,0.005,2.383,3.094
67,0,val2,13,1.329,0.005,1.757,3.090
68,2,val1,28,2.885,0.005,0.206,3.096
69,4,val3,3,0.403,0.004,2.687,3.094
70,0,val2,15,1.530,0.005,1.559,3.094
71,2,val2,5,0.565,0.005,2.527,3.096
