id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,1,val1,18,0.942,0.006,2.217,3.164
1,0,val1,4,0.222,0.005,2.938,3.165
2,2,val1,52,2.678,0.010,0.478,3.166
3,4,val1,29,1.536,0.009,1.622,3.167
4,1,val1,14,0.740,0.005,2.425,3.170
5,1,val1,20,1.044,0.006,2.121,3.171
6,0,val1,16,0.829,0.006,2.340,3.174
7,2,val1,34,1.764,0.006,1.406,3.176
8,2,val1,24,1.257,0.005,1.916,3.178
9,0,val1,55,2.810,0.006,0.361,3.177
10,4,val1,27,1.434,0.006,1.739,3.179
11,1,val1,12,0.639,0.005,2.541,3.185
12,0,val1,6,0.323,0.006,2.859,3.188
13,0,val1,47,2.403,0.006,0.780,3.189
14,2,val1,12,0.647,0.006,2.537,3.190
15,2,val1,18,0.952,0.007,2.234,3.193
16,1,val1,8,0.435,0.006,2.745,3.187
17,4,val1,23,1.228,0.007,1.959,3.194
18,4,val1,9,0.515,0.007,2.673,3.195
19,1,val1,22,1.147,0.006,2.043,3.197
20,3,val1,32,1.671,0.007,1.518,3.195
21,0,val1,0,0.020,0.007,3.172,3.199
22,0,val1,51,2.607,0.010,0.583,3.201
23,1,val1,53,2.721,0.005,0.472,3.198
24,3,val1,22,1.165,0.005,2.034,3.203
25,2,val1,20,1.053,0.005,2.147,3.205
26,2,val1,23,1.206,0.005,1.996,3.206
27,3,val1,26,1.366,0.005,1.833,3.204
28,4,val1,11,0.616,0.005,2.586,3.208
29,1,val1,4,0.233,0.005,2.973,3.211
30,1,val1,47,2.418,0.005,0.789,3.212
31,0,val1,39,1.998,0.004,1.211,3.213
32,3,val1,14,0.759,0.006,2.451,3.216
33,2,val1,51,2.627,0.006,0.586,3.219
34,4,val1,50,2.603,0.005,0.603,3.211
35,4,val1,25,1.331,0.008,1.883,3.222
36,3,val1,12,0.658,0.006,2.554,3.218
37,0,val1,25,1.287,0.006,1.923,3.216
38,4,val1,38,1.992,0.005,1.228,3.224
39,2,val1,31,1.612,0.005,1.603,3.220
40,1,val1,55,2.822,0.004,0.399,3.225
41,0,val1,45,2.303,0.006,0.920,3.228
42,0,val1,31,1.592,0.006,1.632,3.230
43,3,val1,16,0.860,0.005,2.367,3.231
44,1,val1,37,1.910,0.006,1.312,3.229
45,3,val1,2,0.152,0.005,3.077,3.233
46,1,val1,57,2.925,0.007,0.305,3.237
47,4,val1,22,1.176,0.005,2.053,3.234
48,3,val1,10,0.557,0.005,2.680,3.242
49,0,val1,11,0.575,0.005,2.659,3.239
50,4,val1,40,2.093,0.007,1.135,3.235
51,4,val1,56,2.907,0.011,0.327,3.246
52,1,val1,19,0.994,0.005,2.251,3.250
53,2,val3,5,0.294,0.005,2.949,3.248
54,3,val1,51,2.634,0.004,0.606,3.245
55,0,val1,52,2.658,0.005,0.578,3.241
56,4,val1,32,1.688,0.006,1.553,3.247
57,4,val1,46,2.398,0.006,0.853,3.257
58,1,val1,23,1.199,0.006,2.047,3.252
59,3,val1,57,2.940,0.009,0.306,3.254
60,3,val1,35,1.823,0.005,1.429,3.256
61,3,val1,39,2.025,0.006,1.234,3.266
62,3,val1,49,2.534,0.006,0.728,3.268
63,0,val3,42,2.151,0.006,1.090,3.246
64,2,val3,44,2.272,0.004,0.975,3.251
65,1,val1,15,0.790,0.005,2.464,3.259
66,2,val3,56,2.881,0.009,0.382,3.272
67,2,val3,54,2.779,0.010,0.486,3.275
68,0,val3,32,1.644,0.009,1.595,3.247
69,3,val1,27,1.417,0.005,1.854,3.276
70,0,val1,1,0.071,0.005,3.175,3.251
71,0,val1,56,2.860,0.005,0.387,3.252
72,0,val1,46,2.353,0.006,0.904,3.263
73,0,val1,44,2.252,0.006,1.005,3.264
74,0,val3,24,1.236,0.006,2.028,3.269
75,0,val3,8,0.424,0.004,2.842,3.271
76,0,val1,28,1.439,0.005,1.829,3.273
77,0,val1,18,0.930,0.005,2.341,3.276
78,1,val1,1,0.082,0.005,3.175,3.261
79,1,val1,35,1.809,0.007,1.454,3.270
80,1,val1,16,0.841,0.005,2.426,3.272
81,2,val2,36,1.865,0.005,1.410,3.279
82,4,val1,6,0.364,0.004,2.912,3.280
83,3,val1,19,1.014,0.006,2.258,3.277
84,0,val3,30,1.541,0.008,1.731,3.280
85,2,val3,48,2.474,0.005,0.801,3.281
86,1,val1,25,1.301,0.006,1.973,3.280
87,2,val2,30,1.561,0.005,1.716,3.283
88,0,val3,41,2.100,0.004,1.179,3.283
89,2,val3,42,2.171,0.007,1.106,3.283
90,3,val1,17,0.911,0.005,2.369,3.285
91,3,val1,38,1.974,0.004,1.307,3.286
92,4,val1,14,0.769,0.005,2.513,3.287
93,2,val3,32,1.663,0.005,1.619,3.287
94,2,val3,10,0.546,0.005,2.736,3.288
95,1,val1,30,1.556,0.005,1.722,3.282
96,1,val2,45,2.317,0.006,0.963,3.286
97,0,val1,14,0.728,0.006,2.554,3.288
98,2,val2,38,1.967,0.006,1.316,3.289
99,2,val2,26,1.358,0.006,1.926,3.290
100,3,val1,23,1.216,0.005,2.070,3.291
101,2,val3,40,2.070,0.006,1.215,3.291
102,4,val1,43,2.245,0.004,1.039,3.288
103,0,val3,49,2.505,0.008,0.779,3.291
104,3,val1,52,2.685,0.006,0.601,3.292
105,2,val3,2,0.142,0.005,3.149,3.295
106,4,val1,4,0.262,0.005,3.026,3.293
107,0,val3,19,0.981,0.005,2.306,3.292
108,0,val3,35,1.796,0.006,1.492,3.294
109,3,val1,5,0.304,0.005,2.991,3.300
110,2,val2,22,1.155,0.005,2.136,3.296
111,2,val3,53,2.729,0.006,0.563,3.297
112,4,val1,45,2.347,0.005,0.944,3.296
113,1,val2,26,1.353,0.008,1.933,3.294
114,3,val1,36,1.873,0.006,1.422,3.302
115,2,val2,14,0.748,0.006,2.544,3.298
116,0,val3,21,1.083,0.005,2.207,3.295
117,0,val1,22,1.134,0.005,2.159,3.298
118,4,val1,2,0.162,0.005,3.136,3.303
119,1,val3,6,0.334,0.005,2.977,3.315
120,2,val2,28,1.460,0.005,1.836,3.300
121,2,val3,47,2.424,0.006,0.873,3.302
122,2,val3,57,2.932,0.006,0.368,3.307
123,3,val2,42,2.178,0.006,1.119,3.303
124,0,val3,15,0.778,0.004,2.516,3.299
125,2,val3,43,2.221,0.006,1.082,3.309
126,4,val1,35,1.839,0.005,1.461,3.305
127,4,val2,1,0.111,0.006,3.189,3.306
128,4,val1,33,1.738,0.005,1.567,3.310
129,2,val3,41,2.120,0.006,1.187,3.314
130,0,val3,27,1.389,0.009,1.902,3.301
131,0,val3,13,0.677,0.006,2.622,3.304
132,3,val1,56,2.888,0.011,0.409,3.307
133,3,val2,48,2.483,0.007,0.823,3.313
134,3,val2,44,2.280,0.007,1.028,3.315
135,4,val1,47,2.451,0.011,0.854,3.317
136,4,val1,17,0.921,0.007,2.391,3.318
137,2,val1,17,0.902,0.006,2.409,3.317
138,1,val3,38,1.961,0.006,1.354,3.321
139,2,val3,33,1.714,0.005,1.599,3.318
140,0,val2,12,0.626,0.005,2.674,3.305
141,4,val2,34,1.789,0.005,1.528,3.321
142,1,val3,0,0.031,0.006,3.286,3.323
143,3,val2,40,2.076,0.005,1.239,3.320
144,3,val2,41,2.127,0.006,1.189,3.322
145,0,val3,7,0.374,0.005,2.927,3.306
146,4,val2,5,0.313,0.005,3.009,3.327
147,1,val3,10,0.537,0.005,2.785,3.326
148,1,val3,43,2.214,0.006,1.112,3.333
149,0,val3,17,0.879,0.007,2.424,3.310
150,4,val2,54,2.806,0.008,0.514,3.328
151,3,val2,46,2.381,0.008,0.941,3.330
152,3,val2,31,1.620,0.005,1.710,3.334
153,0,val3,50,2.556,0.004,0.752,3.312
154,1,val3,2,0.132,0.004,3.202,3.338
