id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val1,0,0.021,0.007,0.002,0.030
1,1,val1,1,0.046,0.005,0.937,0.988
2,2,val1,5,0.133,0.005,0.851,0.989
3,4,val1,40,0.867,0.006,0.118,0.992
4,3,val1,21,0.467,0.007,0.516,0.989
5,1,val1,11,0.253,0.006,0.735,0.993
6,1,val1,7,0.170,0.004,0.820,0.994
7,3,val1,30,0.653,0.007,0.335,0.995
8,2,val1,35,0.753,0.007,0.231,0.991
9,2,val1,20,0.442,0.005,0.549,0.996
10,2,val1,41,0.877,0.007,0.114,0.997
11,4,val1,5,0.140,0.005,0.853,0.998
12,4,val1,11,0.265,0.004,0.729,0.999
13,1,val1,2,0.067,0.006,0.929,1.001
14,2,val1,22,0.485,0.004,0.514,1.004
15,4,val1,1,0.058,0.004,0.943,1.004
16,2,val1,12,0.277,0.004,0.723,1.005
17,4,val1,31,0.679,0.005,0.321,1.005
18,4,val1,2,0.078,0.004,0.925,1.007
19,2,val1,27,0.588,0.005,0.415,1.008
20,4,val1,41,0.887,0.006,0.118,1.011
21,4,val1,12,0.286,0.004,0.721,1.011
22,2,val1,32,0.692,0.006,0.314,1.012
23,4,val1,7,0.182,0.004,0.827,1.013
24,2,val3,2,0.071,0.006,0.938,1.016
25,2,val3,7,0.174,0.004,0.839,1.017
26,0,val1,21,0.456,0.005,0.557,1.018
27,2,val3,37,0.794,0.005,0.219,1.018
28,0,val1,11,0.248,0.006,0.766,1.020
29,3,val1,7,0.178,0.004,0.836,1.018
30,1,val1,8,0.191,0.004,0.826,1.021
31,0,val1,7,0.166,0.004,0.850,1.020
32,3,val1,12,0.280,0.006,0.736,1.022
33,2,val3,3,0.092,0.004,0.928,1.024
34,1,val1,23,0.501,0.005,0.519,1.025
35,0,val1,26,0.558,0.006,0.459,1.023
36,3,val1,17,0.384,0.005,0.637,1.026
37,2,val3,42,0.897,0.006,0.122,1.025
38,4,val3,22,0.492,0.004,0.531,1.028
39,1,val3,28,0.602,0.005,0.418,1.026
40,0,val1,13,0.290,0.004,0.729,1.023
41,3,val3,37,0.799,0.006,0.225,1.030
42,0,val3,18,0.394,0.005,0.625,1.024
43,0,val1,38,0.805,0.007,0.219,1.031
44,0,val1,23,0.496,0.005,0.530,1.032
45,3,val1,22,0.487,0.007,0.538,1.032
46,0,val3,28,0.599,0.005,0.428,1.032
47,0,val1,43,0.909,0.006,0.117,1.033
48,3,val1,13,0.301,0.006,0.726,1.033
49,1,val3,3,0.087,0.004,0.943,1.034
50,3,val1,33,0.715,0.006,0.313,1.034
51,0,val1,33,0.704,0.007,0.325,1.035
52,1,val3,43,0.913,0.006,0.116,1.035
53,4,val3,32,0.700,0.005,0.331,1.036
54,1,val3,38,0.809,0.006,0.222,1.038
55,4,val1,13,0.306,0.005,0.728,1.039
56,1,val3,9,0.211,0.005,0.824,1.040
57,3,val1,23,0.508,0.006,0.527,1.041
58,2,val1,8,0.195,0.004,0.842,1.041
59,4,val3,27,0.595,0.006,0.441,1.041
60,4,val1,28,0.616,0.006,0.419,1.042
61,3,val1,4,0.115,0.004,0.922,1.041
62,3,val1,38,0.821,0.006,0.215,1.042
63,3,val3,42,0.901,0.006,0.135,1.043
64,2,val1,43,0.917,0.005,0.122,1.044
65,1,val3,4,0.108,0.004,0.932,1.044
66,4,val3,42,0.907,0.006,0.129,1.042
67,2,val1,18,0.402,0.004,0.639,1.045
68,1,val3,29,0.623,0.007,0.416,1.045
69,3,val3,3,0.095,0.005,0.947,1.046
70,2,val1,19,0.422,0.006,0.620,1.048
71,3,val3,19,0.425,0.004,0.619,1.048
72,4,val3,37,0.805,0.004,0.242,1.051
73,2,val3,33,0.712,0.005,0.334,1.051
74,1,val1,39,0.830,0.007,0.215,1.051
75,1,val1,24,0.521,0.005,0.527,1.052
76,4,val3,23,0.513,0.005,0.535,1.053
77,4,val1,9,0.223,0.004,0.827,1.054
78,3,val3,14,0.322,0.005,0.728,1.055
79,4,val1,4,0.120,0.005,0.930,1.056
80,4,val1,14,0.327,0.005,0.725,1.057
81,2,val3,28,0.609,0.005,0.442,1.056
82,2,val3,9,0.216,0.004,0.838,1.058
83,4,val1,19,0.429,0.005,0.624,1.058
84,4,val3,18,0.409,0.005,0.645,1.059
