id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,0,val2,0,0.021,0.008,0.103,0.133
1,2,val2,4,0.173,0.005,0.840,1.018
2,3,val2,22,0.792,0.006,0.222,1.020
3,1,val2,19,0.676,0.007,0.339,1.022
4,3,val2,1,0.077,0.005,0.942,1.024
5,1,val2,25,0.883,0.007,0.138,1.028
6,1,val2,8,0.300,0.005,0.723,1.028
7,1,val2,11,0.403,0.006,0.620,1.029
8,0,val2,11,0.396,0.004,0.630,1.030
9,4,val2,13,0.491,0.004,0.535,1.031
10,0,val2,20,0.703,0.006,0.323,1.033
11,4,val2,1,0.083,0.006,0.944,1.033
12,4,val2,22,0.800,0.008,0.226,1.034
13,4,val2,19,0.697,0.007,0.332,1.036
14,4,val2,25,0.904,0.007,0.126,1.037
15,0,val2,14,0.497,0.005,0.534,1.035
16,0,val2,26,0.911,0.008,0.120,1.039
17,3,val1,5,0.213,0.005,0.825,1.043
18,1,val2,26,0.918,0.008,0.117,1.043
19,3,val1,17,0.622,0.006,0.416,1.044
20,3,val1,8,0.314,0.005,0.726,1.045
21,2,val2,17,0.614,0.006,0.424,1.044
22,1,val3,23,0.813,0.007,0.225,1.045
23,3,val1,20,0.723,0.007,0.317,1.046
24,3,val3,11,0.417,0.005,0.626,1.049
25,4,val2,8,0.321,0.005,0.723,1.048
26,2,val2,20,0.718,0.007,0.321,1.046
27,4,val1,11,0.423,0.005,0.622,1.049
28,3,val2,26,0.926,0.006,0.117,1.049
29,2,val3,5,0.207,0.005,0.837,1.049
30,2,val1,26,0.925,0.009,0.117,1.050
31,3,val3,23,0.826,0.007,0.219,1.052
32,3,val2,2,0.111,0.005,0.936,1.052
33,3,val2,14,0.519,0.005,0.528,1.052
34,4,val2,17,0.628,0.006,0.418,1.052
35,4,val2,5,0.218,0.004,0.830,1.053
36,2,val3,2,0.105,0.005,0.944,1.053
37,2,val3,23,0.820,0.005,0.229,1.054
38,4,val2,23,0.834,0.007,0.214,1.054
39,0,val1,3,0.124,0.005,0.926,1.054
40,2,val3,8,0.309,0.005,0.741,1.055
41,4,val2,2,0.117,0.005,0.933,1.055
42,4,val2,26,0.939,0.008,0.109,1.056
43,0,val1,12,0.430,0.005,0.621,1.056
44,0,val3,6,0.226,0.005,0.825,1.056
45,0,val1,9,0.328,0.005,0.724,1.056
46,2,val3,11,0.411,0.005,0.640,1.056
47,4,val2,20,0.732,0.008,0.318,1.058
48,2,val3,14,0.512,0.005,0.541,1.059
49,0,val1,15,0.531,0.006,0.522,1.059
50,0,val2,18,0.635,0.006,0.418,1.060
51,0,val3,27,0.944,0.009,0.107,1.060
52,0,val3,24,0.842,0.008,0.211,1.061
53,1,val1,3,0.130,0.005,0.926,1.061
54,1,val1,15,0.539,0.006,0.518,1.062
55,0,val2,21,0.739,0.008,0.316,1.063
56,1,val1,18,0.641,0.007,0.415,1.063
57,4,val3,14,0.525,0.005,0.533,1.063
58,1,val1,21,0.744,0.007,0.313,1.064
59,2,val1,12,0.445,0.006,0.616,1.067
60,1,val3,9,0.334,0.005,0.729,1.068
61,1,val2,0,0.028,0.008,1.032,1.068
62,2,val3,3,0.138,0.004,0.925,1.068
63,2,val1,15,0.546,0.004,0.519,1.069
64,1,val3,6,0.232,0.005,0.831,1.069
65,1,val2,12,0.437,0.005,0.627,1.069
66,2,val1,0,0.036,0.007,1.027,1.069
67,3,val1,24,0.859,0.007,0.205,1.071
68,2,val3,21,0.753,0.008,0.310,1.071
69,2,val3,24,0.856,0.010,0.207,1.073
70,3,val1,0,0.041,0.007,1.027,1.075
71,3,val3,12,0.451,0.005,0.621,1.077
72,2,val2,6,0.241,0.006,0.832,1.079
73,4,val3,6,0.252,0.005,0.823,1.080
74,2,val2,18,0.649,0.007,0.426,1.081
75,4,val3,3,0.151,0.005,0.926,1.082
76,4,val1,15,0.559,0.006,0.517,1.082
77,1,val2,24,0.849,0.008,0.226,1.083
78,4,val3,9,0.355,0.006,0.723,1.083
79,4,val3,18,0.662,0.007,0.415,1.084
80,3,val2,9,0.349,0.007,0.728,1.084
81,3,val2,6,0.247,0.006,0.832,1.085
82,3,val2,15,0.554,0.007,0.525,1.085
83,3,val2,21,0.758,0.008,0.320,1.086
84,3,val2,18,0.656,0.005,0.426,1.087
85,3,val2,3,0.144,0.004,0.938,1.087
86,2,val2,9,0.343,0.004,0.741,1.088
87,0,val3,4,0.158,0.005,0.925,1.088
88,0,val3,7,0.260,0.005,0.825,1.089
89,0,val1,13,0.463,0.005,0.621,1.090
90,0,val3,10,0.362,0.005,0.723,1.090
91,0,val3,19,0.670,0.006,0.415,1.090
92,0,val3,22,0.772,0.008,0.311,1.091
93,0,val3,25,0.876,0.007,0.209,1.092
94,4,val2,0,0.048,0.007,1.039,1.095
95,2,val1,1,0.071,0.004,1.021,1.095
96,1,val1,1,0.063,0.005,1.027,1.095
97,1,val3,7,0.266,0.006,0.824,1.096
98,1,val1,10,0.368,0.007,0.721,1.096
99,1,val1,13,0.471,0.005,0.622,1.097
100,1,val1,16,0.572,0.006,0.520,1.098
101,2,val3,7,0.275,0.005,0.819,1.099
102,2,val3,13,0.478,0.005,0.617,1.100
103,4,val2,12,0.457,0.004,0.643,1.104
104,2,val3,25,0.890,0.007,0.208,1.104
105,1,val2,4,0.164,0.004,0.937,1.106
106,0,val2,1,0.056,0.006,1.045,1.106
107,3,val2,25,0.893,0.006,0.208,1.107
108,4,val2,24,0.869,0.007,0.232,1.108
109,4,val2,21,0.766,0.009,0.335,1.110
110,3,val3,4,0.179,0.005,0.926,1.111
111,2,val2,10,0.377,0.006,0.732,1.114
112,3,val2,13,0.485,0.005,0.626,1.115
113,4,val3,4,0.185,0.004,0.926,1.115
114,3,val1,16,0.588,0.004,0.524,1.116
115,4,val3,7,0.287,0.005,0.824,1.116
116,4,val3,10,0.389,0.006,0.723,1.117
117,2,val1,19,0.684,0.006,0.427,1.117
118,0,val2,16,0.565,0.006,0.546,1.117
119,1,val2,22,0.779,0.008,0.331,1.118
